chirp_mass_true,chirp_mass_pred,sigma_chirp_mass_pred,snr
1.2053958,1.5266767,0.50898004,14.444977
1.8560215,1.9695503,0.057947543,13.6843228
1.6689494,1.71805,0.06515175,13.7074307
1.2226644,1.2316151,0.13027659,14.0534484
1.2789708,1.5139515,0.5806593,10.8353962
1.4025289,1.4559433,0.09435934,10.9120192
1.3428797,1.3280954,0.08142214,12.9361978
1.6016347,1.360852,0.3384465,10.7688026
1.2175478,1.1868199,0.07841604,15.477651
1.424113,1.0825241,0.26683718,12.2813088
1.7297568,1.7742212,0.014773705,19.503035
0.91977113,1.1615568,0.1596863,15.964743
1.8215315,1.9341902,0.03189236,18.359742
1.5223708,1.406424,0.21799596,11.37833
1.2998174,1.2324895,0.1173533,15.5327916
1.671301,1.762846,0.1086791,12.3031576
1.4466337,1.7268074,0.10545693,11.4017437
1.2616434,1.2318263,0.12073782,18.951102499999998
1.4148823,1.2763566,0.21898049,10.39513543
1.3074253,1.3088331,0.037045263,10.17421156
1.68911,1.6897044,0.13764669,12.4418764
1.3538027,1.1969099,0.19971873,13.906272
1.3498228,1.2768136,0.2630721,11.7012878
1.3380322,1.4182994,0.10767414,14.9219808
1.18421,1.1999243,0.101103984,15.353671
1.1564838,1.1086336,0.16734833,10.6046004
1.3366487,1.2741532,0.12863061,14.7641963
0.9774184,1.0241752,0.19150905,14.8059264
1.6115279,1.0548581,0.25001007,12.052178099999999
1.6703801,1.1715921,0.29017356,10.8834218
1.6521547,1.7520013,0.05995393,15.4340655
1.4863348,1.4708253,0.19340667,16.653935
1.4858162,1.5205739,0.042741608,19.4181114
1.9202924,1.8332108,0.10984636,12.7797875
1.4042679,1.4677641,0.15154147,12.7768597
1.1539886,1.1144944,0.06044355,11.2748416
1.3096743,1.2914529,0.05867735,17.114283
1.8116336,1.867568,0.14432311,16.045113
1.7921779,1.7396721,0.23350194,12.886114
1.1917009,1.0362655,0.0803885,10.30097833
1.2103192,1.287756,0.12826917,10.958908
1.5411494,1.1379623,0.36632738,11.2095689
1.3023642,1.3327315,0.06723682,11.7389321
1.5318613,1.463388,0.2787167,11.7843798
1.3786428,1.3647794,0.21642381,12.3075552
1.39009,1.4038775,0.124778084,10.21947805
1.6321931,1.4020379,0.28114894,12.0319916
1.6455085,1.7142763,0.026709262,16.309448500000002
1.5263101,1.2757959,0.30932596,16.423939
1.1625992,1.2001657,0.18551655,11.2027154
1.6959183,1.0179064,0.17766908,10.54484397
1.2672276,1.2319322,0.09096888,12.9191074
1.2562467,1.2382054,0.28262976,10.59591483
1.7011738,1.5082486,0.15763779,10.6612324
1.3217856,1.3635612,0.23638056,10.37411638
1.8012266,1.8053694,0.067,10.21686008
1.8327934,1.554616,0.29141816,10.45562144
1.0931923,1.0841465,0.21211194,10.0009298786
1.4978381,1.4639201,0.036583308,14.7379315
1.8871052,1.9986849,0.030375233,19.0944356
1.7201972,1.7276304,0.034893755,12.375471600000001
1.794086,1.6657183,0.29316032,10.11686237
1.4104122,1.6318734,0.24105479,17.026317
1.1837589,1.222748,0.05090269,16.476517299999998
1.4322522,1.906087,0.32160944,16.4423305
1.0052041,1.1448474,0.2540498,10.31701993
1.5397612,1.4689195,0.4471089,10.4421606
1.9551363,1.1195313,0.41157967,11.3214518
1.5622354,1.5736959,0.027415209,15.8239084
1.5899613,1.2323763,0.30564892,10.3514178
1.7724762,1.4675547,0.50552905,12.4008559
1.5374925,1.5693243,0.123847336,12.0110698
1.1815583,1.0444328,0.1638867,11.570522
1.4935558,1.4252425,0.47655442,11.8406846
1.5660723,1.5929699,0.727282,10.7608257
1.5668726,1.6430602,0.035096467,14.751486
1.8298119,1.5741639,0.21328029,10.7211681
1.6251785,1.6348782,0.02382619,12.0900123
1.4297321,1.4534423,0.042237487,19.368882
1.3565271,1.3738742,0.2623501,11.5880485
1.6845797,1.7598606,0.02568988,15.706584
1.6961035,1.7125281,0.15554166,16.010604999999998
1.2618746,1.2424549,0.04167588,14.411448
0.92823464,1.388034,0.6333873,12.2818238
1.9951317,1.6498995,0.26897338,10.43255854
1.9019233,1.6675036,0.3267205,13.6347875
1.3354467,1.3468143,0.121118315,11.9167249
1.4141321,1.6675851,0.3655667,10.14782113
1.7993702,1.8847523,0.01925205,18.831737
1.645225,1.6670673,0.20007616,14.557972
1.5207963,1.5929236,0.19972223,13.2595
1.3566096,1.2931602,0.36409506,10.11952039
1.6355815,1.60992,0.07354877,17.881956
1.3762606,1.3921088,0.27016008,13.2621312
1.2203395,1.9273813,0.16500613,17.834325399999997
1.5768007,1.649907,0.07997589,12.19918
2.050412,2.1036901,0.034677837,13.621677
1.1028748,1.0733953,0.27630666,17.824731
1.5890182,1.1886146,0.1428999,10.42772792
1.7080379,1.7876902,0.018760107,17.431418
1.8332306,1.4164362,0.3440493,16.0419005
1.32074,1.3839872,0.4803271,11.9478916
2.0241497,1.776183,0.30836943,10.774909300000001
1.3383348,1.4915245,0.52030015,10.23002334
1.7398164,1.8364819,0.028134385,12.4982576
1.4651716,1.160335,0.2058365,15.453805299999999
1.2395858,1.1431036,0.0634796,15.195572
1.7310598,1.6751065,0.06132188,14.278002
1.44899,1.4087567,0.033077784,12.595348399999999
1.6332878,1.656625,0.024315478,15.155072
1.5965772,2.026875,0.42145807,10.41771196
1.5240623,1.1899102,0.30281612,11.24593616
1.4049534,1.726938,0.23707853,15.253356
1.7328867,1.5972364,0.28232214,13.382319200000001
1.643076,1.9698008,0.041640077,10.15275759
1.5609446,1.6030147,0.021521138,13.3967635
1.6666036,1.497291,0.20157547,14.591208
1.3472016,1.3729339,0.071976885,16.9042313
1.1788789,1.6079655,0.49037883,18.363385
1.3162892,1.2897512,0.37035665,13.681723999999999
1.377567,1.1776397,0.30294943,15.0807774
1.1279334,1.9429251,0.2629881,10.44673275
1.4394615,1.2903385,0.34547147,10.13540272
1.4769281,1.2947993,0.18520115,11.3456306
1.5276692,1.426727,0.20472658,11.5290132
1.3722279,1.4252081,0.16413605,18.396004400000002
1.0922152,1.098361,0.37391645,11.466655
1.8586879,1.9143133,0.030745767,12.5575894
1.6655928,1.7074673,0.091717914,13.9869463
1.0129557,1.2081324,0.24519521,13.468757
1.4422476,1.4548569,0.075477846,14.9997455
1.0982714,1.000101,0.22577491,11.2985149
1.0553535,1.5781341,0.5403612,18.217645
1.5171022,1.5347558,0.013273062,18.7877357
1.572007,1.3813779,0.41331497,11.4698833
1.6452448,1.031876,0.18134685,11.78524
1.832192,1.8971922,0.024335716,19.3854177
1.8123901,1.7914321,0.17220744,12.509791
1.7699289,1.8964709,0.16148311,10.21617055
1.8121139,1.8429384,0.30145812,10.053690714
2.0379186,1.2326529,0.2931437,11.1845985
1.2978022,1.3076296,0.02993721,16.197619
1.8289428,1.5509456,0.51343375,12.055378900000001
1.0063184,1.583564,0.4715284,16.770815
1.1521467,1.1400013,0.033953223,15.5092514
1.5674899,1.5056912,0.16176367,10.92330456
1.6121132,1.7171962,0.041989192,10.5885807
1.1681058,1.016289,0.13412741,10.036626726
1.4795152,1.5539107,0.23022963,11.6059908
1.1238732,1.2445064,0.10972528,11.6087653
1.4009613,1.5238343,0.23863824,11.6057429
1.6729949,1.2572947,0.32267734,10.1366397
1.1224135,1.0980308,0.068814136,16.606411
1.5888536,1.4321724,0.13791876,10.8864766
1.1229777,1.1000804,0.087905556,17.566939599999998
1.8109431,1.8429244,0.022341399,18.4677625
1.1926054,1.6705788,0.55251944,10.9745509
1.4355942,1.4692383,0.057621837,15.205406
1.9173703,1.6378937,0.36897632,10.40828917
0.9836436,1.1943333,0.30471978,10.9115147
1.1575007,1.1837063,0.15939957,10.9728313
1.2392418,1.0751632,0.18130554,18.060939
1.6208993,1.3444732,0.17386569,18.607589599999997
1.2716321,1.5220988,0.26840597,10.8948856
1.0877414,1.0875566,0.059811357,19.474604
1.3801702,1.2356257,0.256739,11.5031092
1.2693714,1.6206882,0.3321119,10.058333427
1.1157541,1.3078445,0.108481966,11.8513301
1.5702631,1.5591011,0.018171586,19.15007
1.5284123,1.5782912,0.21812299,10.3677722
1.3338892,1.4756296,0.070553616,13.9704508
1.6584736,1.718168,0.04928692,10.12090043
1.7117358,1.6378751,0.20850453,11.7843083
1.9726892,1.5388933,0.27470303,11.1411661
1.3319825,1.2793337,0.16708377,11.194010800000001
1.8165265,1.885696,0.022227366,14.836347
1.5480051,1.5631781,0.020775007,12.922071500000001
1.4165152,1.3512421,0.098746665,13.2995248
1.2724186,1.2209873,0.060648084,15.4393625
1.5459598,1.4780123,0.18377508,13.638504000000001
1.836596,1.9257733,0.035433672,16.706605
1.6536347,1.3468552,0.4729607,10.8263922
1.6173368,1.5592813,0.26077098,10.7285994
1.8187903,1.5155008,0.35641155,11.8008544
1.4075757,1.4718177,0.025841096,18.7764955
1.9736989,1.8013878,0.30018127,11.1815285
1.2630867,1.6396608,0.33615893,12.108195
1.256532,1.223614,0.09185436,15.7281303
1.2141681,1.2327361,0.19992264,16.6603684
1.3380716,1.2861338,0.14352253,11.0715386
1.7482862,1.7678488,0.016179953,17.651182
1.9217868,1.2543159,0.1917412,10.58725026
1.3371242,1.387757,0.041390296,18.382134999999998
1.7705925,1.3055493,0.4031582,10.18890554
1.3642476,1.406162,0.031875763,19.190645
0.9509054,0.98744726,0.34185445,11.419814
1.3909315,1.5798256,0.20965792,13.1424966
1.4250599,1.5678703,0.07445636,10.5514285
1.5668597,1.5212892,0.18102127,10.9447757
1.1240982,1.0376979,0.07442595,13.2832667
1.3746744,1.3179476,0.3907304,13.064189299999999
1.474348,1.4693882,0.059161562,11.6793664
1.4578723,1.4276813,0.025060354,18.622317000000002
1.4281515,1.4560113,0.023382448,16.178826700000002
1.1566578,1.1469474,0.26396587,16.418203
1.9894586,2.2008576,0.070691474,12.3571134
1.7761731,1.6251054,0.3145412,10.057710647
1.7633867,1.8777848,0.0314606,10.61748706
1.5316137,1.6740992,0.14755926,12.392486
1.9449084,1.9997841,0.018450636,17.8901446
1.8931156,2.0221627,0.035947256,10.2681455
1.3031144,2.1399577,0.12151447,10.28366541
1.5556688,1.5984745,0.017905144,19.10172
1.2163349,1.114348,0.07066238,14.9624357
1.37653,1.339161,0.051136147,15.036642
1.6285076,1.4997687,0.21443737,11.163554640000001
1.4381979,1.5829419,0.5273558,10.3888943
1.3665968,1.3964956,0.11011073,15.563614399999999
1.4906042,1.4687506,0.18546718,10.7525617
1.2082272,1.1784141,0.11527621,15.942117
1.4434328,1.2393901,0.2141713,11.79919
1.3378695,1.6207895,0.24996191,14.4712216
1.9205544,1.5391958,0.4251356,11.6524686
1.4754355,1.3943315,0.1697516,12.4635477
2.007847,1.9789532,0.15715066,10.6188776
1.628979,1.4977794,0.23406503,14.1956922
1.553894,1.4969308,0.055685252,18.518262
1.6619918,1.7934405,0.021971261,19.3450546
1.208035,1.1355276,0.14063242,11.00019455
1.7541357,1.4737594,0.2594733,10.334659
1.6732104,1.694663,0.08886043,10.39228287
1.299426,1.3338249,0.10229699,18.3296883
1.4205537,1.2676451,0.34027913,10.5133111
1.1460385,1.2816887,0.14031747,10.27440382
1.4946637,1.3271998,0.27438,10.06629796
1.6077216,1.5344836,0.057495046,16.823296499999998
1.5406691,1.3613287,0.14415747,11.05657384
2.0381508,1.5773749,0.45195135,10.19484056
1.2780681,1.2591813,0.20700508,10.55708118
1.9370782,2.0240107,0.032471783,15.533985000000001
1.203532,1.1933649,0.11695058,13.7306795
1.2680601,1.9350495,0.24303098,16.463585
1.3056477,1.1716044,0.20439775,14.4490397
1.5889169,1.5290053,0.19484529,12.7037704
1.4860542,1.4784971,0.14290838,12.760137
1.1320887,1.4787807,0.26721984,12.7830645
1.7853243,1.8048196,0.029156167,12.4292587
1.1138499,1.1187283,0.0948299,12.768481
1.6813482,1.5179279,0.17780155,12.727513
1.544109,1.0902424,0.25836977,12.7652404
1.5292903,1.5001009,0.10981092,12.6834837
1.5010104,1.5764923,0.20044437,11.8018052
1.6163775,1.5745549,0.112132475,11.7998368
1.3045247,1.2588813,0.24173796,12.3384061
1.7120954,1.7622945,0.026240438,12.529642599999999
1.3341526,1.2252213,0.22616585,10.17867593
1.6211449,1.6373619,0.037381724,13.8711056
2.0649583,2.068596,0.21563885,15.3970593
1.7513247,1.8035145,0.018983532,18.975993
1.2195251,1.2566228,0.07561819,15.7514304
0.8937909,1.1575155,0.075359136,10.36532022
1.0654061,1.3115094,0.13437629,17.467202999999998
1.130319,1.1374061,0.1556259,14.730091999999999
1.5404173,1.4903756,0.048051964,11.5712163
1.2695996,1.2461935,0.3932742,10.66488795
1.5720068,1.3518132,0.28724292,10.2964205
1.0269134,1.1579208,0.2526169,10.68775535
1.44759,1.7045374,0.0326298,13.254313
1.8401575,1.2691646,0.14649333,10.8512719
1.6970539,1.8125098,0.046926204,11.1907367
1.2748393,1.4957975,0.37687567,10.11475464
2.1228776,1.891045,0.4047935,11.737615
1.5799379,1.1569817,0.21080074,14.0371293
1.574069,1.3016049,0.53294474,10.6613602
0.95966303,1.2706628,0.100024834,16.0781306
1.2109797,1.1393205,0.12973689,11.9312844
1.7001121,1.7833321,0.04696196,12.3881285
1.5992696,1.2788246,0.24180295,10.917196
1.4207947,1.4132988,0.01748733,10.53881075
1.75235,1.8568752,0.12974444,12.7910778
1.4167422,1.6358681,0.17296006,12.3722452
1.672853,1.2074778,0.15404932,10.7430454
1.1537733,1.1009585,0.1802831,12.763681
1.5330343,1.5886204,0.029413044,13.67804
1.09414,1.3181164,0.17450719,10.0017138377
1.2469919,1.2307483,0.15622433,11.2046925
1.3767937,1.4366623,0.070758276,18.433678
1.4784822,1.473728,0.044060517,16.2350255
1.7140635,1.7325672,0.059596516,12.9525515
1.2211982,1.2465904,0.10831364,12.6326752
1.7911339,1.2844497,0.15354536,10.24909016
1.4959774,1.5382965,0.36746424,14.000532
1.3540665,1.2106053,0.11495094,12.044594100000001
1.3030776,1.3259797,0.08186036,19.73799
1.3362489,1.31102,0.028301634,15.758995
1.1580738,1.1824069,0.13240036,10.41055903
1.259791,1.2607565,0.04509553,13.592924
1.1509757,1.0112128,0.1809992,12.5446686
1.8072606,1.7681103,0.11424095,10.61687477
1.7537962,1.6897497,0.1264663,11.6675222
1.9679708,2.046186,0.12087607,10.28170362
1.804164,1.9066432,0.035847295,11.9111952
1.51135,1.3235273,0.27250013,10.4886269
1.776952,1.4464934,0.029970387,10.12213455
1.051435,1.4166186,0.3196313,15.2913
1.4067612,1.3579865,0.2654683,13.1306398
1.2073627,1.3513247,0.37297425,12.1345969
1.5485306,1.4977353,0.06022882,15.4856914
1.4213985,1.1470958,0.25314304,13.434999000000001
1.1603602,1.2109431,0.032780487,17.535852
1.2273841,1.1814901,0.15269342,11.1459442
1.5739146,1.1514813,0.13635181,12.895596
1.5026559,1.5438769,0.0799634,14.719871
1.86247,2.051928,0.057252105,13.260408
1.0431339,1.0619546,0.07715914,18.9946
1.9595282,1.3788311,0.3984082,10.4364192
1.8495415,1.6643772,0.28526306,15.038198000000001
1.0660384,0.99790484,0.10289721,13.2389587
1.3674902,1.3444624,0.16467544,10.9213952
1.8162056,1.8137364,0.1813172,12.990478
1.3825772,1.5460577,0.18522552,10.057661054
1.1556051,1.1285404,0.09948697,14.6491802
1.4008689,1.7643263,0.11466874,16.85735
1.5079454,1.4069079,0.5270415,12.7527726
1.4253651,1.4154828,0.052760366,18.7005734
1.412877,1.3093019,0.13533495,11.433045
1.6504753,1.2392284,0.06579907,12.362729
1.5183759,1.6319325,0.18591915,15.843504
1.2604175,1.3978881,0.40376818,13.080869
1.3997673,1.3065047,0.3428088,11.5477462
1.6997885,1.8054799,0.15546557,11.14943765
1.2578803,1.6421627,0.44749784,14.939678
1.1887835,1.255537,0.15693134,16.568002
1.8447398,1.4365628,0.31423497,11.655344
1.9217763,2.0029426,0.11184061,11.16063535
1.7263426,1.8613677,0.025400171,11.88923
1.6019163,1.6250106,0.031451512,14.3202674
1.7763714,1.8243835,0.0830304,17.1885777
1.0871019,1.4594852,0.25436193,12.9453108
1.248544,1.1259332,0.29802343,13.5862488
1.5296122,1.5799754,0.048732277,17.747792
1.7072104,1.6995373,0.111442216,10.59148956
1.1807055,1.2302092,0.25838262,10.6780942
1.6995263,1.7218004,0.088221505,12.0143946
1.9288857,1.9843798,0.025350424,12.3518938
1.8122262,1.973461,0.028714836,10.5081467
1.1339147,1.2578216,0.2152134,13.204670499999999
1.7310451,1.512562,0.46306404,11.5850806
1.4168911,1.3616695,0.07471398,16.0192955
1.2889228,1.105021,0.105985336,12.3472805
1.6867564,1.851421,0.12458459,15.217228
1.8706851,1.1722488,0.54903823,10.050655017
1.7012366,1.0107119,0.13059242,11.1985057
1.342572,1.7765591,0.3088256,10.31062713
1.3892598,1.301003,0.43467376,11.5987197
1.2816608,1.3085569,0.18859158,14.455208500000001
1.4283565,1.6747789,0.4160391,12.1364719
1.2080954,1.4941859,0.3025088,12.7910987
1.4533087,1.6564181,0.06434362,13.6222443
1.7051427,1.4144669,0.20141867,10.351991
1.1631098,1.1963348,0.23347208,11.4341283
1.9951129,2.0483978,0.047119614,15.165880000000001
1.6284658,1.7016078,0.24911045,11.3037717
2.0906336,1.0229537,0.24031094,11.2153771
1.2755535,1.3062444,0.3628717,13.660536
1.8015069,1.8887397,0.031183852,16.463775599999998
1.5571728,1.4497982,0.09914453,13.2131386
1.178676,1.6859335,0.35899192,15.235427000000001
1.0520332,1.6976066,0.13941929,17.521779
1.316623,1.1235704,0.27722755,10.52980285
1.7009411,1.8534248,0.12586628,11.4657566
1.0722755,1.6517193,0.45149258,12.012097
1.8345294,1.9105675,0.054963645,12.222139
1.4194442,1.151947,0.14908768,13.095006
1.4980608,1.6516757,0.2523394,10.10172108
1.769607,1.7581286,0.13487233,15.799747
1.6465633,1.3659865,0.3868631,10.7399087
1.6072897,1.6624799,0.08022334,11.3519071
1.1638286,1.370266,0.5074608,10.064275116
1.6581287,1.6188033,0.027242286,16.4995635
2.156858,2.2962313,0.04449196,15.1810056
1.1904628,1.2002445,0.28580105,15.093481
1.744741,1.836621,0.023566822,16.315129
1.8022538,1.7181947,0.42837843,10.7733433
1.5211803,1.1459827,0.30324358,15.315165
1.5375,1.5298371,0.072202764,12.4719845
1.3377459,1.2962198,0.067504935,14.3763825
1.9186323,2.1338038,0.05415538,14.100092
2.15295,2.2786765,0.051749013,12.104486
1.1313685,1.175802,0.118289985,11.9360368
1.844845,1.3634127,0.357037,10.3132184
1.2592205,1.276228,0.119451016,13.0646682
1.3963419,1.4476464,0.13216963,11.1758615
1.2223772,1.5030632,0.49004441,10.7432753
1.5114275,1.6475372,0.33250126,10.30827334
1.7583804,1.8969783,0.07944435,10.064617503
1.5476844,1.5359368,0.022991735,13.504152600000001
1.5781497,1.6813792,0.032079585,14.8873568
1.4009694,1.4108126,0.060212385,14.530604799999999
1.3581426,1.2101104,0.16380766,10.3309271
1.4348655,1.4808722,0.018130684,12.394624199999999
1.4686564,1.1953965,0.24413171,11.21478476
1.7313445,1.8211541,0.019911319,15.1633304
1.5507805,1.196358,0.17385581,16.682091999999997
1.6985582,1.7134545,0.019676216,17.667578499999998
1.3882008,1.3832663,0.02762236,17.758547999999998
1.3833628,1.3482233,0.08970367,14.3902963
1.3259864,1.360675,0.022545613,14.9590987
1.5414579,1.47895,0.1953372,17.2828245
1.2174592,1.3342781,0.2650345,10.31349305
2.0252047,1.7991269,0.28475696,12.8881657
1.6990701,1.5571642,0.3133334,13.487638
1.4990709,1.1285431,0.23847649,10.59564017
1.3269677,1.297151,0.08362344,12.1228327
1.558438,1.6185116,0.028291456,13.2031724
1.1088414,1.4240736,0.37585375,19.965405
1.5470536,1.5893112,0.013928262,18.957466
1.3101758,1.3064628,0.049291406,14.894224699999999
1.7857938,1.8373322,0.09039606,13.3927894
1.3238807,1.4145643,0.16846392,10.8990619
1.8807818,1.376337,0.2986943,11.07460774
1.8572062,1.8615456,0.074626155,13.626506299999999
1.2038119,1.1054441,0.29672843,10.47567055
1.4439669,1.4092648,0.055893637,16.229976399999998
1.3581575,1.124107,0.22567609,11.4675458
1.3105667,1.3679336,0.03891226,18.6654174
1.8647124,2.0624447,0.04658041,13.1762603
1.3264577,1.3100351,0.016340546,18.0688876
1.2077405,1.4242535,0.091371104,11.965893
1.7476621,1.8143563,0.014742463,17.8877777
1.1687317,1.2210869,0.05663634,11.917122599999999
1.1828555,1.4414089,0.5131857,14.4290602
1.505637,1.5716925,0.15237637,12.9909968
1.1655284,1.3851255,0.3934944,12.812052
1.7790623,1.5487936,0.5362907,13.403922
1.857098,1.8768024,0.28214037,10.57957854
1.2331527,1.1406126,0.11381199,14.304853399999999
1.816064,1.9042639,0.016232258,18.290473
1.2546875,1.2698891,0.25372046,17.618618
1.7874734,1.6135416,0.4124282,12.0321423
1.1878054,1.4087231,0.38262695,11.5324342
1.2463858,1.2170835,0.10226373,15.4350334
1.6753049,1.3731899,0.363568,11.054921
1.0071229,1.2734293,0.39123386,11.178839
1.2860323,1.3812339,0.17146602,11.1291797
1.0433607,1.0323945,0.21548958,10.62237393
1.1818035,1.2131653,0.16121784,14.776157699999999
1.8311714,1.7307312,0.26975098,14.7831523
1.5814505,1.6386583,0.03945318,18.892842
1.7870705,1.9053402,0.023513041,10.8618487
0.9879085,0.8575028,0.05254654,18.606347399999997
1.427693,1.446001,0.013001711,18.834611000000002
1.6915379,1.306568,0.19046591,12.0323235
1.1557767,1.1080234,0.10541511,13.6981663
1.1391752,1.2402833,0.20817402,11.102692
1.2750114,1.3055,0.039139193,13.4773502
1.2002766,1.1857052,0.057849485,11.3908122
1.7000017,1.5496285,0.418958,10.218696
1.6165241,1.337336,0.35841948,10.49590852
1.1915152,1.5180887,0.6271807,10.24600582
1.0457989,1.8165337,0.1315442,11.0397864
1.6601951,1.0067728,0.26779255,12.241363100000001
1.3683494,1.4537938,0.12840676,13.6274782
1.4836951,1.4763668,0.049764544,17.030583999999998
1.2413367,1.246285,0.2281923,12.797095800000001
1.8077782,1.7023172,0.21237749,13.025216499999999
1.4172447,1.3311167,0.106428035,11.331314299999999
1.3470997,1.13326,0.176844,10.3528827
1.9563344,1.2292125,0.28030813,13.4900308
1.3593212,1.3101954,0.17026529,12.287322
1.211505,1.8638039,0.19048916,10.57169314
1.078467,1.2316756,0.15695885,16.9277287
1.299352,1.5474019,0.34424236,10.26698768
1.6005951,1.5734124,0.033103958,13.630241999999999
1.8968374,1.9965405,0.02080147,18.397522600000002
1.2508334,1.1704478,0.18515076,11.555066
1.0518585,1.0887516,0.2947429,11.4326453
1.4161491,1.3412663,0.12410524,12.1901034
1.356687,1.1384587,0.17749153,11.0254415
1.3255469,1.3360918,0.32160935,11.433659200000001
0.95249915,1.1875148,0.10921457,14.941697999999999
1.5474522,1.5364945,0.06729062,11.3966224
1.3447953,1.358105,0.27734756,10.7891207
1.0891773,1.1633959,0.21447337,17.770014
1.4825032,1.4951606,0.023576735,19.284855999999998
1.3544917,1.2027642,0.21992745,14.091439000000001
1.6271791,1.6293547,0.04543834,19.129591599999998
1.6804764,1.0387719,0.18157858,10.23790395
