M_chirp_true,M_ratio_true,M_chirp_pred,M_ratio_pred,sigma_M_chirp_pred,sigma_M_ratio_pred
1.257022,0.55692774,1.6939034,0.8265493,0.4637958,0.1264186
1.1874524,0.740728,1.0578597,0.79914373,0.13255395,0.12266501
1.3371924,0.46095154,1.3510795,0.7470328,0.2544783,0.14677149
1.2895603,0.7018892,1.2111831,0.77456903,0.23654237,0.14135444
1.5350374,0.9774208,1.4848135,0.7818389,0.37210122,0.15730113
1.4639044,0.6977175,1.4740129,0.80252844,0.49372005,0.1411753
2.010633,0.9619738,1.5329828,0.8250865,0.5837735,0.13289526
1.2015404,0.65230465,1.3703065,0.73910105,0.19988695,0.1515588
1.7211657,0.6636445,1.3773828,0.7580692,0.3372318,0.1544862
1.3129437,0.51948214,1.4825487,0.7818804,0.35350943,0.13371806
1.1945779,0.92845124,1.7416198,0.85034883,0.5084546,0.1131222
2.0497935,0.8924871,1.1955519,0.76369834,0.19113395,0.14069828
1.6845323,0.7060963,1.5458565,0.77772504,0.32178652,0.13630389
1.540232,0.7879477,1.3361864,0.82401574,0.429849,0.13259302
1.3391439,0.74808306,1.5288355,0.7324206,0.12842906,0.14416726
1.6559924,0.952675,1.1952431,0.7717341,0.25239673,0.14271758
1.1287115,0.9520754,1.2824361,0.7781996,0.34000576,0.15113509
1.5722436,0.6523102,1.6760287,0.78439415,0.20012678,0.13227405
1.4501504,0.5360739,1.3696883,0.8111884,0.44097793,0.13866542
1.2247937,0.61249024,1.2974415,0.74265635,0.27121076,0.15269971
1.8430665,0.81410974,1.2425022,0.7714858,0.29396147,0.14606868
1.6774224,0.63732535,1.3254809,0.7259239,0.2052807,0.15365776
1.0138859,0.9015119,1.8271737,0.83857924,0.070548095,0.089792244
1.2668761,0.80891716,1.3054316,0.7391584,0.24734603,0.15792961
1.6320964,0.7252993,1.7854254,0.90373164,0.42680937,0.08283931
1.5257549,0.6520151,1.4185064,0.76723915,0.39079905,0.15026416
1.097229,0.8046992,1.2696111,0.7662192,0.23126516,0.13971674
1.372936,0.5161185,1.1330454,0.7854211,0.13707328,0.1289732
1.1487428,0.7376738,1.4205642,0.72209,0.17338514,0.17265023
1.6065588,0.6922776,1.1776302,0.79357713,0.28730866,0.13367006
1.7649794,0.80585444,1.0946176,0.81278354,0.17886856,0.12023705
1.6885203,0.61541605,1.1404169,0.7858945,0.29140005,0.13845396
1.2336988,0.9310751,1.5914083,0.7876743,0.3928484,0.14145377
1.1919267,0.6989127,1.2305372,0.81502926,0.46409565,0.14304057
1.4216262,0.600332,1.589448,0.84512264,0.7060804,0.13101263
2.0475066,0.9595576,1.2796683,0.77558917,0.27199808,0.13889289
1.2669775,0.94353735,1.2475927,0.7201649,0.072882235,0.14809176
1.1380137,0.7834477,1.4378095,0.798182,0.4355844,0.14446187
0.9533679,0.85153705,1.3520348,0.7561611,0.3602521,0.1496223
1.1449655,0.8691617,1.569094,0.77681327,0.30022213,0.14006716
1.2355754,0.63111085,1.1620005,0.75813305,0.18160354,0.14219372
1.3488797,0.5077279,1.2373335,0.7618886,0.22198644,0.14741163
1.1638473,0.7318821,1.4254329,0.8154622,0.41047662,0.125046
1.5436815,0.7659629,1.476116,0.7456213,0.25802797,0.15117234
1.5728568,0.6613705,1.339783,0.77077544,0.37040195,0.150187
1.2016762,0.5453369,1.5249302,0.79720354,0.36414486,0.12797356
1.8671719,0.88828313,1.7525494,0.853267,0.45596203,0.11667834
1.4643831,0.548778,1.4604397,0.8061503,0.40838367,0.120533854
1.3484851,0.74757713,1.2390275,0.8144226,0.51482975,0.13980141
1.2309161,0.50128573,1.0370562,0.87728417,0.28302926,0.10415229
1.4708161,0.7191077,1.2346103,0.8163142,0.4015622,0.127099
1.4551853,0.55058414,1.608386,0.84128946,0.5207275,0.12947497
1.3556348,0.45805666,1.2531617,0.8072089,0.37327442,0.13387176
1.5263723,0.7527855,1.4447033,0.7796285,0.40595075,0.15440828
1.3457848,0.9437898,1.2965817,0.77881896,0.23830317,0.14013104
1.3839622,0.7401432,1.1858814,0.7848755,0.22241984,0.13269436
1.6520447,0.8808465,1.2019262,0.7581872,0.1744199,0.14376749
1.5333067,0.9152511,1.4972849,0.81101143,0.51194996,0.13723451
1.5989226,0.72990376,1.1465688,0.8381871,0.2614141,0.12469035
1.7214395,0.8814827,1.8572013,0.89431834,0.42773154,0.094651036
2.032419,0.91989714,1.472039,0.78140163,0.4204472,0.14796999
0.9484694,0.85072,1.5153997,0.78574914,0.43555528,0.14788845
1.4666357,0.7708024,1.2286446,0.79577905,0.2949201,0.1364401
1.3211617,0.49294084,1.3502536,0.80520767,0.3756811,0.14106083
1.7918116,0.72865766,1.2427912,0.7248824,0.14741656,0.15134837
1.824584,0.8309223,1.1496577,0.7674141,0.12981448,0.13445601
1.3240361,0.756163,1.5046566,0.8808997,0.9099693,0.112150826
1.698052,0.7688999,1.2343256,0.81713116,0.31346998,0.13429952
1.2398319,0.59332764,1.3191569,0.7977886,0.3852979,0.147614
1.6763645,0.6599985,1.5143774,0.75128937,0.2877931,0.15786172
1.1701745,0.6836908,1.314249,0.79019725,0.41648814,0.14121896
1.5390743,0.5220427,1.120507,0.77872986,0.1494016,0.13064194
1.5235007,0.5194688,1.418067,0.8103426,0.481204,0.13380703
1.3745565,0.8171788,1.3357024,0.7422075,0.20503673,0.14814022
1.282149,0.74118876,1.4797764,0.7870203,0.39760783,0.1434073
2.1286397,0.97712976,1.2885745,0.81304103,0.4318975,0.14230323
1.0870197,0.7162552,1.0826366,0.83120745,0.24136373,0.11925995
1.7304214,0.7149125,1.2587664,0.7908324,0.36877838,0.14421095
1.279755,0.6507311,1.5922046,0.84359735,0.518331,0.12187417
1.706371,0.66201156,1.3761864,0.75459886,0.30533677,0.15128545
1.5933845,0.86895967,1.2371819,0.75989544,0.23079097,0.14184156
1.6712055,0.7485025,1.362159,0.7612144,0.24459921,0.14960791
1.236601,0.52144504,1.1870611,0.8139993,0.28022566,0.124882594
1.8886548,0.8956563,1.2267282,0.72945917,0.14775796,0.15145697
1.1229445,0.8063314,1.2669272,0.80769604,0.52176726,0.14352627
1.4251357,0.47130236,1.383064,0.83041364,0.3488312,0.11406846
1.3248041,0.5874535,1.1177926,0.80854577,0.21920235,0.12365654
1.223672,0.76016074,1.3325067,0.76350445,0.27131927,0.14354087
1.7172891,0.68219477,1.3352361,0.8118949,0.49162588,0.13101089
1.7503155,0.9540862,1.1536467,0.7969179,0.28246155,0.1389429
1.6815478,0.8927136,1.3652022,0.7885172,0.39485487,0.14907041
1.6553361,0.65835,1.6200941,0.8712481,0.7438361,0.1252622
1.1075448,0.7219108,1.540365,0.8349734,0.6127646,0.12726443
1.1464869,0.6461056,1.279325,0.72249556,0.14217445,0.1560588
1.6514509,0.6110935,1.7260811,0.8162113,0.30636877,0.11636742
1.4029143,0.5528494,1.0006236,0.8538957,0.13608854,0.100596026
1.7163155,0.65238863,1.222899,0.7969731,0.40406558,0.1403575
2.1281388,0.9657657,1.1067379,0.7958607,0.2406444,0.12952067
1.1062233,0.6267544,1.3700528,0.77906775,0.31407318,0.14442304
1.8873403,0.94669116,1.324831,0.7635529,0.27392083,0.1411263
1.420607,0.88854384,1.4441125,0.76739866,0.44101158,0.1525892
1.7956094,0.9901801,1.1518507,0.7861059,0.23680641,0.12998982
1.626319,0.86182195,1.7553167,0.8246476,0.33037525,0.124278165
1.306455,0.6536235,1.2540796,0.7495465,0.31205475,0.1533066
1.769765,0.87538725,1.422054,0.80128473,0.41551277,0.13529985
1.359518,0.6288933,1.4424789,0.7826027,0.39869878,0.13910829
1.0791235,0.9624362,1.3450832,0.73918366,0.24552643,0.15384504
1.7008148,0.78628355,1.2177327,0.7598566,0.1842518,0.14188138
1.4547493,0.88892907,1.0706964,0.7934853,0.17144771,0.12702936
1.8757683,0.8485569,1.4384522,0.8324785,0.58629155,0.13837895
1.5767623,0.57196516,1.3828137,0.7283848,0.270647,0.16120334
1.4745747,0.8086734,1.35672,0.6965997,0.21364309,0.16670668
1.7388232,0.8633769,1.2475088,0.75917655,0.27778125,0.15611336
1.0420871,0.7253861,1.3876011,0.7822742,0.35031322,0.1408272
1.6605363,0.7271095,1.456229,0.72086585,0.17275357,0.15802704
1.1417408,0.7213632,1.4246721,0.8506506,0.5254254,0.11666318
1.1905415,0.5513131,1.0393443,0.8197193,0.1624471,0.11350136
1.5628345,0.53025144,1.2248807,0.70868963,0.020113563,0.14376503
1.0354693,0.9456128,1.2094018,0.73992324,0.08172166,0.14034621
1.3500198,0.5317266,1.2438002,0.76185447,0.25976813,0.1431612
1.6829728,0.88278234,1.5770004,0.7620664,0.2712744,0.15548404
1.0315297,0.7915428,1.603477,0.8438669,0.5403837,0.13181435
1.7744037,0.9482166,1.3437371,0.7330973,0.19931749,0.15663432
1.3435253,0.6805536,1.3433464,0.75689566,0.2652753,0.15397894
1.4414614,0.9866968,1.2969377,0.7802906,0.32702708,0.14127378
1.3230118,0.9639818,1.1626003,0.7756715,0.22116552,0.13923603
1.27925,0.472695,1.2359002,0.7594231,0.25998005,0.14788765
2.113429,0.96278274,1.3110688,0.792623,0.38107103,0.14079407
1.7675102,0.7488953,1.1623096,0.7497113,0.12376162,0.13927993
1.8138909,0.73851466,1.2948103,0.7642576,0.29417554,0.15099503
1.7646555,0.80887043,1.55229,0.8129681,0.4069334,0.13558544
1.6195011,0.69383186,1.4906428,0.76389736,0.27842423,0.14277293
1.6169822,0.8208642,1.3319736,0.7793541,0.32851532,0.1480061
1.1537426,0.9027189,1.1978238,0.7477826,0.15486874,0.14166667
1.2542148,0.5569164,1.4912529,0.79261345,0.3687001,0.1345154
1.5662112,0.539498,1.4123387,0.7942997,0.37356117,0.14650336
1.3937641,0.9431408,1.4123659,0.74489874,0.25857604,0.15337242
1.1340015,0.806199,1.3581519,0.7285724,0.19649078,0.16584459
1.1331956,0.92793435,1.660615,0.8794403,0.7545184,0.11305016
1.9710121,0.9753845,1.3010805,0.7188536,0.17918338,0.15973996
1.9865339,0.8489719,1.3714244,0.807978,0.55131435,0.13984285
1.4475061,0.7135163,1.4435391,0.82754844,0.5553369,0.14022242
1.3014725,0.45094398,1.182831,0.7756721,0.21715659,0.13790056
1.5541419,0.67611533,1.3320172,0.78974533,0.3431861,0.1421441
1.4227475,0.5131807,1.4793966,0.76140434,0.42479986,0.15604901
1.7038194,0.7408535,1.1159303,0.8254442,0.2947171,0.11694239
1.5271527,0.5294702,1.536629,0.7257477,0.107959956,0.14979652
1.6038853,0.59649193,1.3507674,0.7253087,0.21226217,0.15774764
1.0852675,0.74057543,1.2445955,0.738266,0.17813008,0.1534486
1.1679693,0.9020727,1.3660283,0.7277992,0.16059557,0.16258518
1.6393423,0.64771056,1.2642565,0.76408076,0.24295789,0.15371852
1.2894799,0.98111427,1.1393282,0.7758971,0.118706174,0.13081326
1.5335504,0.64770293,1.6059253,0.7578672,0.17065988,0.13499646
1.0143646,0.82481873,1.2920187,0.75747037,0.36586925,0.1574159
1.7905943,0.86473906,1.3908098,0.7451461,0.24482761,0.15190761
1.2687206,0.8137968,1.5586338,0.7784322,0.35502726,0.1433428
1.633255,0.88701767,1.2663145,0.7864017,0.28683504,0.14007361
1.1771128,0.97777724,1.3138111,0.7825656,0.4028307,0.14778298
1.8430555,0.7304518,1.2574716,0.7162774,0.1048506,0.15446115
1.3217201,0.8128522,1.384557,0.6653825,0.025641514,0.16856208
1.2681128,0.90835696,1.2551291,0.7621179,0.2862557,0.15570863
1.3933946,0.6223287,1.2815256,0.71970344,0.16098642,0.15921468
1.3231128,0.6721125,1.3058965,0.77272373,0.346363,0.1486752
1.1734575,0.582428,1.314364,0.75081396,0.26969105,0.14862229
1.8783344,0.7707172,1.1272991,0.8324214,0.38415474,0.12638552
1.5097659,0.9402374,1.2688694,0.74834645,0.24699828,0.15379848
1.3622664,0.71970654,1.295939,0.7495713,0.22512345,0.14465082
1.8804004,0.7857143,1.3336704,0.75510776,0.26386946,0.15007848
1.3289218,0.5901441,1.7895918,0.8694766,0.32281655,0.10060643
1.6685721,0.753837,1.3214009,0.75488997,0.32759985,0.15538381
0.9401069,0.877699,1.6778185,0.8725833,0.41130692,0.0978876
1.3972386,0.46059394,1.3665454,0.80872524,0.40180507,0.13440078
1.4873852,0.5227767,1.3757336,0.79732114,0.3949415,0.13668095
1.7438716,0.7157493,1.3366153,0.7696541,0.27800885,0.14661136
1.5273644,0.8600551,1.3088152,0.7991926,0.31854373,0.14552043
1.1845483,0.99230736,1.383436,0.75346696,0.34033164,0.15949664
1.883352,0.8791005,1.244051,0.7669345,0.23091543,0.1416274
1.2293227,0.6450302,1.4040599,0.8142597,0.38001677,0.13162483
1.3845643,0.4397357,1.1652617,0.78901637,0.18338178,0.13421297
2.0311923,0.99322194,1.186523,0.7408904,0.10434884,0.1423864
1.1368964,0.7703818,1.3300467,0.708124,0.1883052,0.16756493
1.273882,0.6368645,1.4940324,0.8036946,0.31740096,0.13419569
1.502733,0.5362423,1.1580899,0.8179603,0.24674772,0.12522762
1.5119835,0.521479,1.2914679,0.8044949,0.48898292,0.14840752
1.2913657,0.87507826,1.4076777,0.7454341,0.2612488,0.15022786
1.66543,0.8794317,1.3679397,0.83324665,0.53328604,0.12699208
1.6277565,0.5781843,1.4505899,0.7615571,0.267291,0.15170272
1.1889894,0.98501664,1.1726117,0.7805178,0.1738163,0.13432154
1.5877272,0.6150558,1.0802317,0.83299667,0.21244699,0.11425505
1.1058271,0.8298796,1.5259047,0.7786205,0.397931,0.15752628
1.7024331,0.799127,1.3854752,0.7840082,0.3989738,0.14326097
1.9861602,0.8613288,1.6342311,0.81165344,0.40783837,0.12690188
1.2434905,0.50012606,1.2726223,0.76603806,0.30016017,0.15373683
1.7274331,0.84200156,1.44696,0.7806435,0.3321917,0.14950316
1.1220096,0.71145874,1.3315096,0.79458517,0.4240928,0.13930689
1.3988839,0.75107634,1.2727334,0.74724245,0.28901595,0.14886007
1.2012082,0.92263705,1.2633126,0.73192596,0.19677086,0.15945849
1.6162175,0.7275176,1.1157389,0.7940049,0.2001797,0.13160084
1.6510313,0.61026275,1.4856722,0.78282106,0.47611555,0.15284012
1.3988768,0.9489307,1.4694531,0.8473206,0.5621557,0.11726908
1.0164509,0.99486524,1.4428306,0.7723295,0.3680921,0.14825083
1.6604149,0.9108003,1.3924487,0.7194325,0.17967437,0.17310064
1.5381598,0.64363354,1.4086201,0.76656926,0.23093423,0.14167388
1.1381947,0.91612095,1.440759,0.7521638,0.29291782,0.15519735
1.9326488,0.8826028,1.446497,0.7040988,0.09248427,0.15636139
1.5796349,0.7416507,1.4720168,0.810811,0.4600803,0.14252833
1.369251,0.86263776,1.3800576,0.74498844,0.29044792,0.15354204
1.8865855,0.93405807,1.2155871,0.80814004,0.42970148,0.13589515
1.1449665,0.63494164,1.2236197,0.82185084,0.37166396,0.123408236
1.5403241,0.8352808,1.5290413,0.81651217,0.5811482,0.1269657
1.4466685,0.65650403,1.4205468,0.71200335,0.22116973,0.1694294
1.5613627,0.6724836,1.2777171,0.7496093,0.20018572,0.14646596
1.7656823,0.8582559,1.2032969,0.77298594,0.24768418,0.13767785
1.1220872,0.84403616,1.3371756,0.7582196,0.29102713,0.1523565
1.3449265,0.5224147,1.2310939,0.7690469,0.23981057,0.14076416
1.3052698,0.43882427,1.3552,0.7767451,0.356233,0.14364797
1.2925992,0.90704614,1.4246545,0.83382046,0.6286247,0.13051122
1.6798198,0.85634446,1.3151248,0.7670214,0.26680252,0.14569874
1.3458624,0.4487764,1.3326862,0.74890965,0.30209494,0.15621513
