chirp_mass_true,mass_ratio_true,chirp_mass_pred,mass_ratio_pred,sigma_chirp_mass_pred,sigma_mass_ratio_pred,chirp_mass_residual,mass_ratio_residual,chirp_mass_zscore,mass_ratio_zscore,snr
0.9030749,0.93948424,1.1657974,0.81743336,0.26415196,0.12990764,0.26272243,-0.12205088,0.99458826,-0.9395204,12.490889
1.4796777,0.9941871,1.3620003,0.8097758,0.31109905,0.1257798,-0.11767733,-0.18441129,-0.37826324,-1.466144,11.502918
1.4508182,0.47597575,1.5235096,0.82317305,0.2814234,0.11931593,0.07269144,0.3471973,0.2582992,2.909899,10.928887
1.3266057,0.485671,1.3150376,0.70912415,0.032951247,0.14283997,-0.011568069,0.22345313,-0.3510662,1.56436,18.798927
1.2518698,0.69270205,1.1089749,0.83527285,0.21909574,0.12782744,-0.14289486,0.1425708,-0.65220284,1.115338,17.84759
2.0266018,0.9817468,1.4137627,0.8264224,0.30231845,0.12128549,-0.6128391,-0.1553244,-2.027131,-1.2806511,9.375412
1.3837763,0.8060961,1.2802634,0.7498814,0.10129542,0.13747187,-0.10351288,-0.05621469,-1.0218911,-0.40891775,12.655163
1.7438118,0.91610265,1.868803,0.89103425,0.18705818,0.09806601,0.12499118,-0.025068402,0.6681941,-0.25562784,12.383864
1.4004908,0.55892015,1.1891052,0.8421535,0.34781536,0.12589736,-0.21138561,0.28323334,-0.6077524,2.2497163,15.361022
1.00098,0.9682394,1.140563,0.82483697,0.19424139,0.12922345,0.13958299,-0.14340246,0.7186058,-1.1097248,18.676626
1.0836082,0.7661451,1.3276405,0.8310808,0.30006343,0.12239139,0.24403238,0.064935684,0.8132693,0.53055763,10.761026
1.207612,0.6373518,1.5087494,0.86860955,0.39021632,0.110195905,0.30113733,0.23125774,0.7717189,2.0986056,14.904505
2.1322594,0.9726081,2.1902251,0.9763851,0.090213664,0.07523542,0.057965755,0.0037770271,0.64253855,0.05020278,12.987042
1.5116749,0.49571064,1.4960961,0.79551494,0.19073345,0.123952925,-0.015578747,0.2998043,-0.08167811,2.4186947,9.293774
1.0254335,0.8165598,1.1539146,0.85637784,0.42960837,0.12542789,0.12848103,0.03981805,0.29906547,0.3174577,8.954486
1.5378122,0.70102835,1.4953219,0.79921293,0.17492877,0.12227341,-0.042490363,0.098184586,-0.24290094,0.80299217,9.072623
1.8579999,0.76667315,1.8550005,0.8838484,0.10263568,0.096927345,-0.002999425,0.11717528,-0.029223997,1.2088981,15.865309
1.2326748,0.81109476,1.2627001,0.7275753,0.041057155,0.14022245,0.030025244,-0.08351946,0.7313036,-0.59562117,16.395681
1.3534546,0.7346669,1.3443276,0.78887177,0.21713835,0.128806,-0.009127021,0.05420488,-0.042033207,0.42082575,11.475652
2.1148534,0.9677571,2.218637,0.98391306,0.15400437,0.07602491,0.10378361,0.016155958,0.6739004,0.21250874,15.271434
1.5239439,0.8878498,1.5414641,0.7652414,0.05328201,0.120620854,0.01752019,-0.12260842,0.32881996,-1.0164778,17.83256
0.92450356,0.96431196,1.1285914,0.87497985,0.4183038,0.12237049,0.20408785,-0.089332104,0.48789388,-0.73001343,14.664597
0.9806019,0.95756686,1.4130759,0.85378563,0.39186504,0.11888628,0.43247402,-0.10378122,1.10363,-0.87294537,16.755322
1.462432,0.49014944,1.3634275,0.78851783,0.20395097,0.12953076,-0.09900451,0.2983684,-0.4854329,2.303456,10.186394
2.1226082,0.97396183,1.7926646,0.9163848,0.55262977,0.09781838,-0.32994354,-0.057577014,-0.5970426,-0.58861136,8.670238
0.91447645,0.9333199,1.04784,0.8439423,0.17811723,0.13094373,0.13336354,-0.08937764,0.74874026,-0.6825653,16.894749
1.2354274,0.9560251,1.2086663,0.7544044,0.080416106,0.13739212,-0.026761055,-0.2016207,-0.33278227,-1.4674838,17.481436
1.2378021,0.5032927,1.2484332,0.7530654,0.092457734,0.13716447,0.010631084,0.24977273,0.11498318,1.8209724,15.483158
0.9767509,0.9566591,1.1767111,0.8498225,0.39931595,0.12403538,0.19996017,-0.10683656,0.5007568,-0.8613394,16.563326
1.5739017,0.84405077,1.1313937,0.830338,0.19555016,0.13111338,-0.44250798,-0.013712764,-2.2628875,-0.10458706,12.58073
1.9835092,0.98436284,1.9651426,0.92952025,0.26702332,0.09129951,-0.018366575,-0.05484259,-0.068782665,-0.60068876,8.382584
1.9040835,0.95062506,2.0216827,0.91595125,0.08315931,0.087125555,0.11759925,-0.03467381,1.414144,-0.3979752,11.582714
1.1486719,0.64998055,1.5621593,0.8799052,0.47069246,0.10815012,0.41348743,0.22992468,0.87846625,2.1259773,11.683272
1.1875857,0.91348135,1.3528845,0.83418894,0.37155664,0.12287019,0.16529882,-0.07929242,0.4448819,-0.64533484,8.430744
0.94186527,0.9497498,1.4891405,0.8622316,0.4355799,0.11449127,0.54727525,-0.087518215,1.2564291,-0.76440954,16.866632
1.5175078,0.9395063,1.5379674,0.73368216,0.026233494,0.12476894,0.020459652,-0.20582414,0.77990574,-1.6496423,19.946434
1.4283713,0.96710205,1.7142191,0.87369174,0.4839269,0.10841883,0.28584778,-0.09341031,0.5906838,-0.8615691,8.165689
2.011331,0.9741051,1.478543,0.8768194,0.5031522,0.11527672,-0.53278804,-0.09728575,-1.0589004,-0.84393233,10.723262
0.96936315,0.8785902,1.4247937,0.81956184,0.34762174,0.12150441,0.45543057,-0.059028387,1.3101326,-0.4858127,9.111768
0.9898137,0.9727881,1.3653631,0.8462349,0.38449797,0.12284957,0.37554944,-0.12655318,0.9767267,-1.0301476,13.306547
1.0170946,0.8694136,1.2977664,0.8654313,0.48652893,0.1193485,0.28067183,-0.0039823055,0.57688624,-0.033367034,9.124786
1.7656446,0.80088425,1.7556124,0.8331106,0.0668091,0.103985585,-0.010032177,0.032226324,-0.15016183,0.30991146,18.536058
1.7073264,0.6429506,1.6055712,0.89488006,0.46816355,0.10557901,-0.10175526,0.25192946,-0.21734981,2.38617,10.879163
1.7159407,0.9336177,1.794441,0.8352263,0.053442612,0.10064265,0.07850027,-0.09839141,1.4688704,-0.9776314,17.329227
1.3636189,0.90057933,1.4395951,0.85101163,0.53886276,0.11854319,0.07597625,-0.0495677,0.1409937,-0.4181404,9.494143
1.1368779,0.8847421,1.4209597,0.85145915,0.43476722,0.11898412,0.28408182,-0.033282936,0.6534113,-0.27972588,13.589327
1.4258599,0.8042755,1.3970128,0.7672863,0.13756426,0.13079238,-0.028847098,-0.036989212,-0.20969908,-0.28280863,16.669394
1.6182282,0.8163961,1.652156,0.7870132,0.035216868,0.112794824,0.0339278,-0.029382944,0.96339625,-0.26049906,18.843504
0.94407445,0.9224621,1.0199642,0.88151,0.31797937,0.12278741,0.075889766,-0.040952086,0.23866256,-0.33352023,15.850181
2.1579478,0.9923738,1.9607842,0.95109713,0.50975,0.090938434,-0.19716358,-0.041276693,-0.38678485,-0.45389712,10.700436
1.0805403,0.8245939,1.2583932,0.8604448,0.44607827,0.123402394,0.17785287,0.035850883,0.39870328,0.29052016,15.920438
1.6923598,0.64511526,1.8025565,0.89109755,0.2742812,0.09831947,0.11019671,0.24598229,0.40176544,2.5018675,11.512648
1.4483238,0.773823,1.4731958,0.74548537,0.0807717,0.13065849,0.024871945,-0.028337657,0.30792895,-0.21688339,18.478752
1.8262272,0.79852694,1.3439842,0.8344755,0.30788743,0.12262568,-0.48224294,0.035948575,-1.5662962,0.29315698,8.023715
1.5538838,0.8464642,1.4645813,0.85892403,0.38203797,0.11518548,-0.08930254,0.012459815,-0.23375306,0.108171746,16.693087
1.1532748,0.7578471,1.5566969,0.8680482,0.45360214,0.11155789,0.40342212,0.11020112,0.8893744,0.987838,16.227291
1.8651464,0.8439679,1.70799,0.87246037,0.23852877,0.10470871,-0.15715635,0.02849245,-0.658857,0.27211156,18.111927
1.0406187,0.8381137,1.3673393,0.87701994,0.5834452,0.11570966,0.3267206,0.038906217,0.55998504,0.33624,11.770847
1.0416555,0.8424759,1.2295135,0.8410878,0.36811894,0.12588672,0.18785799,-0.001388073,0.5103187,-0.011026365,13.6988735
1.2781241,0.8227557,1.2800697,0.7643081,0.18010536,0.13944213,0.0019456148,-0.0584476,0.010802648,-0.4191531,15.914414
0.9203861,0.9675082,1.1382737,0.8554406,0.3216334,0.1250801,0.21788764,-0.11206758,0.67744094,-0.89596653,10.755298
1.4332604,0.7845759,1.4074056,0.7537573,0.10463145,0.13162877,-0.025854826,-0.030818582,-0.24710378,-0.23413257,14.212376
1.8916979,0.7784573,2.1653688,0.9956325,0.19205052,0.07586578,0.2736709,0.21717525,1.4249943,2.8626244,14.258635
1.1731886,0.7348834,1.4435275,0.76741993,0.13316202,0.12927479,0.2703389,0.032536507,2.0301502,0.25168487,9.295312
2.1360276,0.98164785,1.9912251,0.9248197,0.26494703,0.09080293,-0.14480245,-0.05682814,-0.5465336,-0.62584037,13.894566
1.2223102,0.81179667,1.3159117,0.8957298,0.5189397,0.11142283,0.093601465,0.083933115,0.18037061,0.7532847,14.442617
0.99053544,0.96035874,0.9977792,0.8388165,0.15712774,0.1296516,0.0072437525,-0.121542215,0.04610104,-0.93745244,15.215517
0.97303337,0.94103134,1.0766759,0.845222,0.2443257,0.12762746,0.10364252,-0.09580934,0.4241982,-0.75069535,19.2673
1.6274376,0.9695047,1.3707172,0.8094188,0.25686502,0.124608584,-0.25672042,-0.16008592,-0.99943703,-1.2847102,11.804597
1.7492979,0.8214711,1.8419243,0.8703072,0.07287896,0.095907174,0.09262645,0.048836112,1.270963,0.5092019,14.56227
1.1703007,0.9988898,1.165565,0.7866267,0.14889489,0.1340913,-0.0047357082,-0.2122631,-0.031805713,-1.5829744,10.180177
1.6984782,0.771023,1.5147297,0.8457228,0.2612432,0.11452436,-0.18374848,0.07469982,-0.7033618,0.65226144,14.803162
1.4039414,0.6192053,1.3264861,0.85312307,0.46604642,0.119618714,-0.07745528,0.23391777,-0.1661965,1.9555283,8.175766
2.009996,0.9312247,2.1187267,0.9671031,0.0931534,0.07791785,0.10873079,0.03587842,1.167223,0.4604647,15.871679
2.023518,0.95817137,1.3815188,0.81779546,0.32094464,0.12671944,-0.64199924,-0.14037591,-2.0003426,-1.1077693,8.7703495
2.0553718,0.9025172,2.150808,0.9592011,0.045588303,0.0751594,0.095436335,0.056683898,2.093439,0.7541824,17.82166
1.1771553,0.9238192,1.174656,0.72749007,0.030028783,0.14361054,-0.0024992228,-0.19632912,-0.083227575,-1.367094,16.20817
1.7521725,0.7521483,1.3130206,0.843547,0.37411094,0.12309034,-0.43915188,0.091398716,-1.1738547,0.7425336,14.573349
1.1773431,0.8121663,1.3726122,0.8170597,0.4115188,0.12896457,0.19526911,0.004893422,0.47450835,0.037943926,9.524816
1.7107232,0.98248875,1.6997579,0.8501325,0.1845514,0.10713437,-0.010965228,-0.13235623,-0.059415575,-1.2354226,16.895151
1.3920125,0.6704675,1.4652926,0.84541357,0.44727108,0.12065789,0.073280096,0.17494607,0.16383822,1.4499347,13.628083
1.2222524,0.9158273,1.0906596,0.823843,0.16423652,0.1311093,-0.13159275,-0.09198427,-0.8012393,-0.70158464,13.484622
1.4262588,0.5696871,1.3876503,0.77163476,0.14737608,0.13260305,-0.03860855,0.20194763,-0.261973,1.5229486,16.805304
1.2867379,0.80464065,1.2355667,0.828576,0.33444548,0.1257738,-0.051171184,0.023935378,-0.15300307,0.19030495,10.5022955
1.7104887,0.8411151,1.6839385,0.83861613,0.13073683,0.10795432,-0.026550174,-0.0024989843,-0.20308106,-0.023148535,8.068586
1.0364504,0.7200554,1.2876623,0.8420414,0.29597494,0.12245953,0.25121188,0.12198597,0.84876066,0.9961329,13.728126
1.4143717,0.6528683,1.3960533,0.7647244,0.15917337,0.13184649,-0.018318415,0.1118561,-0.11508467,0.84838134,9.836111
2.1477013,0.97952986,2.1818285,0.9866812,0.267747,0.07761777,0.034127235,0.0071513653,0.12746075,0.09213567,15.511023
1.0219561,0.9998568,0.96869475,0.82700634,0.093505815,0.13276884,-0.05326134,-0.17285049,-0.5696046,-1.3018905,19.70152
2.041538,0.9213319,2.166974,0.9818641,0.12713014,0.075576864,0.12543607,0.060532212,0.98667455,0.80093575,17.634447
1.331997,0.91150403,1.3410333,0.8297334,0.2253486,0.12780546,0.009036303,-0.08177066,0.040099215,-0.6398057,14.439397
1.385582,0.61074054,1.2786759,0.79084694,0.27726436,0.13148288,-0.10690606,0.1801064,-0.38557446,1.3698087,12.181346
1.4431734,0.8166095,1.4783726,0.7817101,0.1245517,0.12454363,0.035199165,-0.034899414,0.28260687,-0.28021836,15.061959
1.7854831,0.9000094,1.6231487,0.88139653,0.32119742,0.1061798,-0.16233444,-0.018612862,-0.50540394,-0.17529568,16.46069
1.5803186,0.7834809,1.2428627,0.83774614,0.40000588,0.12420989,-0.33745587,0.05426526,-0.8436273,0.43688357,11.618971
1.9019563,0.8484516,1.2240711,0.81890893,0.33104527,0.13199523,-0.6778852,-0.029542685,-2.0477114,-0.2238163,8.332223
2.0144901,0.89755106,1.6241205,0.8749122,0.4294551,0.1088215,-0.39036965,-0.022638857,-0.9089883,-0.20803663,14.627248
1.9350655,0.9165869,1.768324,0.9062387,0.40809292,0.1001375,-0.16674149,-0.010348201,-0.40858707,-0.10333991,10.357477
1.5154989,0.5676073,1.3121897,0.82421494,0.36034426,0.12437464,-0.20330918,0.25660765,-0.56420815,2.063183,13.901227
2.036718,0.95561445,2.1534185,0.97751534,0.10863662,0.076662704,0.11670065,0.021900892,1.0742294,0.28567857,16.07837
1.0955975,0.8379607,1.4213586,0.81553483,0.33618858,0.12230416,0.32576108,-0.02242589,0.9689832,-0.18336163,10.3743305
2.1158428,0.98313284,1.7565544,0.9191625,0.60216105,0.09936502,-0.35928845,-0.06397033,-0.596665,-0.64379126,9.82431
1.0708715,0.99016964,1.329837,0.86503565,0.51165956,0.11837142,0.2589655,-0.12513399,0.5061285,-1.0571301,18.237705
1.8036077,0.8135487,1.8862737,0.87667125,0.052863132,0.09258278,0.08266604,0.06312257,1.563775,0.681796,12.73009
0.98171574,0.85835326,1.0134742,0.8572544,0.27013832,0.13006172,0.031758487,-0.0010988712,0.1175638,-0.008448845,14.69508
1.6613895,0.7016108,1.765035,0.81866443,0.036211014,0.10287133,0.10364556,0.11705363,2.8622663,1.1378645,16.98679
1.9436505,0.94440556,1.9012742,0.93082094,0.25580207,0.09075337,-0.04237628,-0.013584614,-0.16566043,-0.14968716,14.706309
2.147293,0.9990523,1.4857004,0.87842053,0.4159009,0.11825683,-0.6615927,-0.120631754,-1.5907462,-1.0200827,9.748403
2.0188332,0.99742055,2.1950703,0.98499846,0.11068532,0.07539765,0.1762371,-0.012422085,1.5922356,-0.16475427,18.197554
1.6556164,0.7078147,1.7981235,0.91325414,0.42058662,0.09875782,0.14250708,0.20543945,0.3388293,2.0802348,12.282375
1.3571484,0.49407238,1.4047897,0.728987,0.03605625,0.13276236,0.047641277,0.2349146,1.3213043,1.7694368,16.303122
1.6050239,0.9630072,1.4113405,0.8077402,0.2642579,0.12428718,-0.19368339,-0.155267,-0.73293316,-1.24926,9.236897
1.5674855,0.74187636,1.567022,0.7731594,0.068022266,0.11744414,-0.00046348572,0.03128302,-0.0068137352,0.2663651,14.648222
1.2161909,0.7012728,1.5005674,0.83434534,0.42127144,0.11765805,0.2843765,0.13307256,0.6750434,1.131011,11.453866
1.4846916,0.48887944,1.3870432,0.72636783,0.05030964,0.13419855,-0.09764838,0.23748839,-1.9409478,1.7696793,16.467133
1.9930058,0.9647161,1.9645267,0.96838844,0.41915098,0.085464284,-0.0284791,0.0036723614,-0.06794473,0.042969543,14.64901
2.1081991,0.9825218,1.7023346,0.8710841,0.41186675,0.11014429,-0.40586448,-0.11143768,-0.98542666,-1.0117427,12.008035
1.9425657,0.83777744,2.041659,0.9306302,0.05107232,0.08132892,0.09909344,0.09285277,1.9402572,1.1416944,14.608229
0.982822,0.82535464,1.515947,0.8456737,0.37699607,0.11696713,0.533125,0.020319045,1.4141394,0.17371586,10.201365
1.7119067,0.7782266,1.8457968,0.87219477,0.113284834,0.09807456,0.13389015,0.09396815,1.1818894,0.9581297,11.456629
1.3249373,0.4927779,1.3513014,0.8432306,0.46419913,0.12449018,0.026364088,0.3504527,0.05679478,2.815103,8.382603
1.1645222,0.8971776,1.0104591,0.87648636,0.28750756,0.12703365,-0.1540631,-0.020691216,-0.53585756,-0.16287981,9.18293
1.3073392,0.9441855,1.5378523,0.8757534,0.49801692,0.111629106,0.2305131,-0.06843209,0.46286198,-0.6130309,10.94136
2.172989,0.998886,1.987518,0.94778776,0.29153326,0.08741908,-0.18547094,-0.051098228,-0.63619137,-0.58452034,9.045322
1.6706355,0.9404037,1.6116918,0.8196484,0.19511412,0.1150271,-0.05894363,-0.120755315,-0.3020982,-1.0497988,12.079262
