M_chirp_true,M_ratio_true,M_chirp_pred,M_ratio_pred,sigma_M_chirp_pred,sigma_M_ratio_pred
2.010633,0.9619738,2.0476344,0.9289141,0.030205874,0.047496993
1.2015404,0.65230465,1.2035182,0.69649196,0.019244084,0.14803287
1.7211657,0.6636445,1.7043142,0.8106682,0.1887245,0.1137968
1.3129437,0.51948214,1.3160937,0.6553555,0.013246495,0.17173074
1.1945779,0.92845124,1.1901281,0.7477764,0.08760393,0.1398023
2.0497935,0.8924871,2.1060104,0.95303446,0.033980053,0.03603494
1.6845323,0.7060963,1.7037952,0.77228886,0.0061078696,0.11201953
1.540232,0.7879477,1.5167215,0.7352178,0.08720574,0.15035233
1.3391439,0.74808306,1.3512518,0.65283173,0.0048681283,0.16883244
1.6559924,0.952675,1.6814308,0.7606672,0.0057835397,0.116443224
1.1287115,0.9520754,1.1973212,0.78546035,0.27557588,0.13901429
1.5722436,0.6523102,1.6080217,0.74476916,0.078575,0.14004575
1.4501504,0.5360739,1.4638877,0.6840522,0.018992126,0.16384585
1.2247937,0.61249024,1.1940544,0.7416827,0.15208265,0.14605042
1.8430665,0.81410974,1.8814399,0.8559141,0.05196134,0.07970176
1.6774224,0.63732535,1.7035701,0.7757015,0.066582754,0.11756595
1.0138859,0.9015119,1.8229091,0.84400195,0.10659493,0.090957865
1.2668761,0.80891716,1.2742829,0.6696131,0.013766228,0.16227953
1.6320964,0.7252993,1.6593602,0.75634223,0.0062344726,0.11794597
1.5257549,0.6520151,1.5027268,0.7277133,0.1747962,0.15245079
1.097229,0.8046992,1.0588319,0.8185039,0.09047776,0.10591998
1.372936,0.5161185,1.3833845,0.6644353,0.0057448656,0.16657387
1.1487428,0.7376738,1.2603781,0.75456834,0.23573203,0.13961668
1.6065588,0.6922776,1.6278737,0.7431537,0.0059194174,0.12495162
1.7649794,0.80585444,1.7999816,0.82246524,0.010630678,0.088565625
1.6885203,0.61541605,1.7057943,0.7727603,0.0064445296,0.11170819
1.2336988,0.9310751,1.2454138,0.6929441,0.008180073,0.14804834
1.1919267,0.6989127,1.1989291,0.716608,0.013174921,0.13915557
1.4216262,0.600332,1.4480977,0.6747326,0.008613353,0.16035977
2.0475066,0.9595576,2.0917997,0.94545406,0.019960204,0.034997478
1.2669775,0.94353735,1.2824857,0.6812338,0.006368084,0.15359701
1.1380137,0.7834477,1.0951467,0.7866455,0.0529635,0.11646082
0.9533679,0.85153705,1.1125467,0.83556443,0.30412444,0.118266344
1.1449655,0.8691617,1.1622984,0.7727827,0.14562939,0.130192
1.2355754,0.63111085,1.2220645,0.71207136,0.04660548,0.14900859
1.3488797,0.5077279,1.3721359,0.64959455,0.0067241243,0.17087111
1.1638473,0.7318821,1.2715104,0.8080671,0.30608106,0.12752439
1.5436815,0.7659629,1.5612922,0.71242917,0.008389538,0.13652287
1.5728568,0.6613705,1.5996859,0.7327795,0.005970943,0.13044855
1.2016762,0.5453369,1.2206078,0.7356273,0.10437594,0.14393435
1.8671719,0.88828313,1.9118328,0.8647843,0.01879829,0.0736064
1.4643831,0.548778,1.4804165,0.68818915,0.0062669185,0.15423383
1.3484851,0.74757713,1.2895675,0.7469138,0.27699903,0.15450168
1.2309161,0.50128573,1.1897233,0.7603655,0.073251605,0.13276787
1.4708161,0.7191077,1.494096,0.69353276,0.005014791,0.14815162
1.4551853,0.55058414,1.480077,0.6909269,0.005203961,0.15131976
1.3556348,0.45805666,1.3660445,0.65723866,0.0049350257,0.16818374
1.5263723,0.7527855,1.5502372,0.7169678,0.013081025,0.13793221
1.3457848,0.9437898,1.2770073,0.73193794,0.13362545,0.15165873
1.3839622,0.7401432,1.3031497,0.73498666,0.1158315,0.14591326
1.6520447,0.8808465,1.4011171,0.76614624,0.310183,0.14411168
1.5333067,0.9152511,1.5426459,0.71172225,0.0059682247,0.13975997
1.5989226,0.72990376,1.6154282,0.7410891,0.011088254,0.12912697
1.7214395,0.8814827,1.7503552,0.7910141,0.006394431,0.10470238
2.032419,0.91989714,2.094273,0.94399726,0.019356424,0.038493868
0.9484694,0.85072,1.4143362,0.79976344,0.47586355,0.14358763
1.4666357,0.7708024,1.4196725,0.73850393,0.17825432,0.14595038
1.3211617,0.49294084,1.3315191,0.6574465,0.005853416,0.16708522
1.7918116,0.72865766,1.8414326,0.831415,0.024002297,0.084449135
1.824584,0.8309223,1.8547654,0.8329451,0.008094554,0.085696496
1.3240361,0.756163,1.3240852,0.66556716,0.028853461,0.17058407
1.698052,0.7688999,1.7244391,0.7812469,0.005798628,0.107261814
1.2398319,0.59332764,1.233886,0.69346493,0.021780891,0.15322784
1.6763645,0.6599985,1.7033186,0.7722523,0.0069259577,0.11123432
1.1701745,0.6836908,1.1779318,0.7514326,0.079224914,0.13613561
1.5390743,0.5220427,1.5588543,0.7161813,0.005471358,0.13813207
1.5235007,0.5194688,1.5282404,0.7412437,0.09586416,0.14415365
1.3745565,0.8171788,1.3659377,0.6825139,0.100732446,0.16893633
1.282149,0.74118876,1.2701442,0.66745526,0.0066176695,0.16022721
2.1286397,0.97712976,2.1792052,0.99093384,0.03978972,0.02594199
1.0870197,0.7162552,1.0278361,0.82063025,0.058199175,0.10424151
1.7304214,0.7149125,1.7896798,0.81104916,0.01848209,0.09543838
1.279755,0.6507311,1.4421799,0.7902322,0.47440577,0.14713259
1.706371,0.66201156,1.4947381,0.75575495,0.26241657,0.14717579
1.5933845,0.86895967,1.6147752,0.73544616,0.00680439,0.12986074
1.6712055,0.7485025,1.6999497,0.7729525,0.006381279,0.111790925
1.236601,0.52144504,1.2018952,0.7981797,0.25069267,0.12944657
1.8886548,0.8956563,1.9076586,0.8671668,0.0346876,0.07109315
1.1229445,0.8063314,1.0746121,0.7809281,0.045745727,0.11312047
1.4251357,0.47130236,1.4387412,0.68209374,0.019665787,0.16567332
1.3248041,0.5874535,1.336438,0.66882753,0.017232047,0.16590965
1.223672,0.76016074,1.2801168,0.7482622,0.19687979,0.14520587
1.7172891,0.68219477,1.7832963,0.8385157,0.16907439,0.09702961
1.7503155,0.9540862,1.7606442,0.79726726,0.00984734,0.0983945
1.6815478,0.8927136,1.7191956,0.77765346,0.007829341,0.10954805
1.6553361,0.65835,1.6070571,0.87265056,0.7134692,0.11820173
1.1075448,0.7219108,1.2408421,0.80809087,0.3860271,0.13558936
1.1464869,0.6461056,1.1784065,0.7431486,0.050497074,0.13185205
1.6514509,0.6110935,1.6735692,0.7635806,0.0063653146,0.114389904
1.4029143,0.5528494,1.1823599,0.79268354,0.18884055,0.12962307
1.7163155,0.65238863,1.4833534,0.806254,0.46055487,0.1294812
2.1281388,0.9657657,1.4427588,0.9295451,0.63173145,0.081024975
1.1062233,0.6267544,1.0901625,0.7652883,0.016950045,0.115594864
1.8873403,0.94669116,1.9273889,0.88526756,0.12792145,0.07025525
1.420607,0.88854384,1.4330268,0.6749791,0.00478882,0.15901992
1.7956094,0.9901801,1.8318677,0.8276457,0.007158458,0.08708817
1.626319,0.86182195,1.6348128,0.7495574,0.0060385717,0.12272107
1.306455,0.6536235,1.3218083,0.65848,0.0056504398,0.16474651
1.769765,0.87538725,1.7967913,0.81210434,0.008762017,0.09440212
1.359518,0.6288933,1.3688076,0.70208675,0.18333708,0.1696171
1.0791235,0.9624362,1.183059,0.7844708,0.20805551,0.13259383
1.7008148,0.78628355,1.721487,0.77803814,0.007354802,0.11194872
1.4547493,0.88892907,1.4626489,0.68622476,0.0056215045,0.15526249
1.8757683,0.8485569,1.9164414,0.8648748,0.009165665,0.071557835
1.5767623,0.57196516,1.5988843,0.73094,0.027758036,0.13289572
1.4745747,0.8086734,1.4905856,0.68733287,0.0048951553,0.15264596
1.7388232,0.8633769,1.7553008,0.8181891,0.12371214,0.10572263
1.0420871,0.7253861,1.0046222,0.84479123,0.089395314,0.09840811
1.6605363,0.7271095,1.6789815,0.75961804,0.0061021927,0.11625537
1.1417408,0.7213632,1.0953765,0.77181053,0.023174094,0.1170072
1.1905415,0.5513131,1.0413904,0.8211871,0.19035949,0.11492349
1.5628345,0.53025144,1.594311,0.73928654,0.015046085,0.13244125
1.0354693,0.9456128,1.0992684,0.82803845,0.08112129,0.10378341
1.3500198,0.5317266,1.2872481,0.71271634,0.13573107,0.15796356
1.6829728,0.88278234,1.7105145,0.7760337,0.0062214243,0.109855376
1.0315297,0.7915428,1.4587896,0.84690505,0.5360692,0.12862568
1.7744037,0.9482166,1.4097254,0.73878425,0.21049353,0.15558039
1.3435253,0.6805536,1.3149867,0.7040969,0.113499746,0.16506612
1.4414614,0.9866968,1.3337352,0.76583326,0.30461317,0.14431006
1.3230118,0.9639818,1.2685244,0.69613886,0.09832721,0.16652659
1.27925,0.472695,1.2554262,0.7371415,0.22243614,0.15637274
2.113429,0.96278274,1.5660942,0.86726135,0.6898705,0.1145126
1.7675102,0.7488953,1.5065205,0.8182023,0.4370949,0.11715129
1.8138909,0.73851466,1.8312225,0.8392689,0.0840158,0.08797322
1.7646555,0.80887043,1.7971745,0.81996995,0.0076865023,0.09192675
1.6195011,0.69383186,1.6522915,0.75126946,0.005873599,0.12191975
1.6169822,0.8208642,1.4086957,0.7731289,0.42020613,0.15325081
1.1537426,0.9027189,1.1641152,0.75062287,0.09626286,0.1361881
1.2542148,0.5569164,1.272187,0.6782184,0.0071045468,0.15697451
1.5662112,0.539498,1.5966759,0.7288569,0.00690572,0.13188656
1.3937641,0.9431408,1.4048426,0.6620244,0.005510264,0.16684756
1.1340015,0.806199,1.2363446,0.742291,0.14005922,0.14603144
1.1331956,0.92793435,1.1127132,0.7966398,0.11655173,0.1210499
1.9710121,0.9753845,2.028899,0.91781634,0.048557438,0.04972469
1.9865339,0.8489719,2.0278666,0.9111993,0.028102316,0.052876048
1.4475061,0.7135163,1.4627478,0.6950901,0.051224634,0.16837032
1.3014725,0.45094398,1.23578,0.7396523,0.14054906,0.14705376
1.5541419,0.67611533,1.5701869,0.72735363,0.0067865234,0.13462095
1.4227475,0.5131807,1.4434063,0.6679829,0.0054718405,0.16028985
1.7038194,0.7408535,1.3083313,0.795361,0.37722892,0.13145538
1.5271527,0.5294702,1.5643399,0.7168976,0.007621972,0.13521071
1.6038853,0.59649193,1.625041,0.7425469,0.005643197,0.12465867
1.0852675,0.74057543,1.1475835,0.7904778,0.09461101,0.123354904
1.1679693,0.9020727,1.3506532,0.73479164,0.185282,0.15835682
1.6393423,0.64771056,1.3631208,0.75729406,0.27829656,0.15106146
1.2894799,0.98111427,1.2991946,0.6790081,0.007220589,0.15734835
1.5335504,0.64770293,1.5830765,0.7397968,0.059101753,0.13403544
1.0143646,0.82481873,1.1724286,0.7903654,0.30826005,0.1384653
1.7905943,0.86473906,1.6561196,0.8123825,0.3555285,0.12001302
1.2687206,0.8137968,1.2716753,0.667953,0.018319648,0.16466245
1.633255,0.88701767,1.6507947,0.75355464,0.0054203635,0.12030344
1.1771128,0.97777724,1.1579684,0.752654,0.046401493,0.12952764
1.8430555,0.7304518,1.7161434,0.8328206,0.45423967,0.10624628
1.3217201,0.8128522,1.3675761,0.6535477,0.00874124,0.16757616
1.2681128,0.90835696,1.2655759,0.6910873,0.0069453074,0.14898176
1.3933946,0.6223287,1.4193444,0.66196316,0.015867349,0.16649516
1.3231128,0.6721125,1.3395491,0.6572509,0.0051823407,0.16695064
1.1734575,0.582428,1.1964319,0.75934833,0.16158216,0.13840862
1.8783344,0.7707172,1.7506278,0.86556774,0.2761034,0.10300333
1.5097659,0.9402374,1.5303087,0.7027583,0.010266707,0.145223
1.3622664,0.71970654,1.3710845,0.6627995,0.02208249,0.17053093
1.8804004,0.7857143,1.9131863,0.86494875,0.055119544,0.07224276
1.3289218,0.5901441,1.3418131,0.6647466,0.0076376335,0.16475254
1.6685721,0.753837,1.5920362,0.76607084,0.25504282,0.13809188
0.9401069,0.877699,1.223321,0.90093994,0.44111788,0.10067155
1.3972386,0.46059394,1.4158072,0.67242527,0.017391017,0.16787504
1.4873852,0.5227767,1.501796,0.69490564,0.0050669597,0.14859797
1.7438716,0.7157493,1.7766683,0.80998987,0.016851448,0.099088624
1.5273644,0.8600551,1.5427513,0.7107977,0.005919423,0.14110374
1.1845483,0.99230736,1.319423,0.7507838,0.3350884,0.15494613
1.883352,0.8791005,1.9098771,0.86270165,0.00925417,0.07358497
1.2293227,0.6450302,1.195302,0.7546859,0.09427892,0.13690545
1.3845643,0.4397357,1.4020133,0.6618925,0.006251101,0.16843648
2.0311923,0.99322194,1.7518654,0.8735189,0.7676568,0.1061228
1.1368964,0.7703818,1.2194521,0.73547274,0.16836557,0.15354857
1.273882,0.6368645,1.4091778,0.76743466,0.2588082,0.14625718
1.502733,0.5362423,1.5208755,0.70111597,0.0052377903,0.1446579
1.5119835,0.521479,1.297266,0.78755206,0.41361094,0.15122123
1.2913657,0.87507826,1.297914,0.6634512,0.006731936,0.1643883
1.66543,0.8794317,1.7073588,0.7841035,0.041801795,0.11384641
1.6277565,0.5781843,1.6504977,0.75806177,0.0060164044,0.11912443
1.1889894,0.98501664,1.1657839,0.7845155,0.14998074,0.13115236
1.5877272,0.6150558,1.6132736,0.74744487,0.020217506,0.13050492
1.1058271,0.8298796,1.0824437,0.7810142,0.041154653,0.11398071
1.7024331,0.799127,1.723419,0.77814126,0.005756805,0.109463446
1.9861602,0.8613288,2.0147283,0.90722585,0.012778261,0.05268554
1.2434905,0.50012606,1.1928337,0.7383132,0.107891545,0.14700803
1.7274331,0.84200156,1.7549405,0.7956379,0.010210911,0.10298613
1.1220096,0.71145874,1.112763,0.8031431,0.12492538,0.12018171
1.3988839,0.75107634,1.4160142,0.66352457,0.011754386,0.16897568
1.2012082,0.92263705,1.192981,0.7160046,0.04507964,0.14415722
1.6162175,0.7275176,1.1443517,0.80464417,0.26996592,0.12970811
1.6510313,0.61026275,1.6794124,0.7614208,0.0065122726,0.115218215
1.3988768,0.9489307,1.3868213,0.78680414,0.43454733,0.13968652
1.0164509,0.99486524,1.3629651,0.7879789,0.36508122,0.13864437
1.6604149,0.9108003,1.6931694,0.76566195,0.0056553828,0.11398373
1.5381598,0.64363354,1.5750887,0.7237571,0.009005707,0.13445878
1.1381947,0.91612095,1.3104048,0.77967215,0.33147436,0.13894853
1.9326488,0.8826028,1.9705501,0.8993299,0.11263657,0.06387065
1.5796349,0.7416507,1.4947293,0.78365123,0.29644504,0.14415199
1.369251,0.86263776,1.3810194,0.72221106,0.22608593,0.15979372
1.8865855,0.93405807,1.9708164,0.9066283,0.14310183,0.06653073
1.1449665,0.63494164,1.0982137,0.7847897,0.04965985,0.117011115
1.5403241,0.8352808,1.643673,0.8090201,0.4483732,0.1252573
1.4466685,0.65650403,1.4525375,0.67571497,0.005001466,0.15825336
1.5613627,0.6724836,1.5216994,0.7471293,0.1475451,0.1416467
1.7656823,0.8582559,1.8176382,0.8241442,0.016156238,0.09018633
1.1220872,0.84403616,1.2087429,0.77876735,0.25010806,0.13818862
1.3449265,0.5224147,1.3598163,0.6556729,0.004727517,0.16871771
1.3052698,0.43882427,1.2566714,0.77965194,0.29650703,0.13957188
1.2925992,0.90704614,1.2940974,0.6664748,0.012499672,0.16724211
