chirp_mass_true,mass_ratio_true,chirp_mass_pred,mass_ratio_pred,sigma_chirp_mass_pred,sigma_mass_ratio_pred,chirp_mass_residual,mass_ratio_residual,chirp_mass_zscore,mass_ratio_zscore,snr
1.8310626,0.8619977,1.6645198,0.7214649,0.26077735,0.16354623,-0.16654277,-0.14053285,-0.6386397,-0.8592852,9.618847
1.6927128,0.7102922,1.4273624,0.73825926,0.36477506,0.16466236,-0.26535034,0.027967036,-0.7274355,0.16984473,6.350744
1.1891484,0.84623367,1.5474231,0.7245161,0.39681724,0.16440998,0.3582747,-0.12171757,0.90287083,-0.74032956,15.7319565
1.3358303,0.47289345,1.6053,0.72614336,0.39952514,0.1628612,0.26946962,0.2532499,0.6744748,1.5550046,6.3018117
1.4509516,0.80285484,2.0600328,0.7336365,0.07269502,0.16577448,0.60908127,-0.06921834,8.378584,-0.4175452,5.055219
1.9690162,0.9183881,1.7509456,0.72199625,0.38382843,0.16254456,-0.21807063,-0.19639188,-0.5681461,-1.2082341,5.425432
1.2989676,0.46674946,1.6838083,0.7157055,0.14801848,0.16330802,0.38484073,0.24895605,2.5999506,1.524457,12.692286
1.3467188,0.6381603,1.4015458,0.7377189,0.4265154,0.16429386,0.054826975,0.09955859,0.1285463,0.6059788,6.826235
1.6077783,0.83395636,1.6526392,0.7297021,0.45830268,0.1647343,0.04486084,-0.104254246,0.097884744,-0.632863,5.223557
1.8433524,0.7214894,1.7437472,0.7289789,0.35892132,0.16290055,-0.0996052,0.007489443,-0.27751264,0.04597555,8.470997
0.9895252,0.8520235,1.2630671,0.72925615,0.34079272,0.16553874,0.27354193,-0.12276733,0.8026637,-0.7416229,5.4061685
1.1875727,0.6937965,1.5133047,0.7331669,0.36395994,0.16488902,0.325732,0.039370358,0.8949666,0.23876883,5.9939356
1.3263916,0.80305976,1.6700485,0.7236934,0.2850563,0.16345909,0.3436569,-0.079366386,1.2055756,-0.4855428,6.0687594
1.1464493,0.9859228,0.972848,0.7310574,0.1457164,0.1636398,-0.17360133,-0.2548654,-1.1913644,-1.5574782,5.452715
1.4329633,0.4846464,1.7064929,0.7286529,0.3487837,0.16313376,0.27352965,0.24400648,0.78423864,1.495745,8.09455
0.9821781,0.83537996,1.7145169,0.7261822,0.43084958,0.16572066,0.7323388,-0.109197736,1.6997551,-0.65892655,8.223314
1.8093406,0.8553039,1.3967615,0.72939163,0.39075378,0.1660104,-0.41257906,-0.12591225,-1.0558543,-0.75846004,6.068293
1.4512026,0.6041435,1.2706914,0.71627474,0.1363017,0.1647967,-0.18051124,0.11213124,-1.3243506,0.68042165,5.4910073
1.5856106,0.60838306,1.6771443,0.7194346,0.25393876,0.16273437,0.09153366,0.11105156,0.36045563,0.68240994,5.759155
1.4963953,0.76970476,1.1663809,0.72969294,0.28932586,0.16557814,-0.33001447,-0.040011823,-1.1406324,-0.24164918,5.45678
1.442039,0.5556162,1.5442653,0.7251364,0.4183781,0.16464297,0.10222626,0.1695202,0.2443394,1.029623,6.241639
1.3815056,0.5635398,1.6693146,0.7205932,0.3970621,0.16264048,0.287809,0.15705341,0.72484636,0.9656477,10.130934
1.3813534,0.47010365,1.5569293,0.73263174,0.3296479,0.16616853,0.17557597,0.2625281,0.5326167,1.5798906,5.0208635
1.6865399,0.7844827,1.4515355,0.7325413,0.34444836,0.16508035,-0.23500443,-0.051941395,-0.68226314,-0.3146431,6.911882
1.5651982,0.82325983,1.6478901,0.7269802,0.34706324,0.16452469,0.08269191,-0.09627962,0.23826179,-0.58519864,6.10221
1.4183146,0.63940495,1.6221356,0.72740376,0.45064077,0.1642834,0.20382106,0.08799881,0.45229167,0.53565246,5.2469587
1.397983,0.8170528,1.470789,0.7277986,0.22657967,0.16485535,0.072806,-0.0892542,0.3213263,-0.5414092,25.605877
1.3449296,0.80362135,1.5269173,0.7215556,0.41370374,0.16488725,0.18198776,-0.08206576,0.43989876,-0.49770835,5.369921
1.4252145,0.7947726,1.5498574,0.72779256,0.43671793,0.16312382,0.12464285,-0.066980064,0.28540814,-0.41060874,6.289908
1.4920353,0.9386624,1.3726486,0.729589,0.42578766,0.16396092,-0.11938667,-0.20907342,-0.28039017,-1.2751418,6.371798
1.2910249,0.8377844,1.6685741,0.7178962,0.25251237,0.16663796,0.37754917,-0.11988819,1.4951711,-0.71945304,5.4988356
1.7075174,0.7238744,1.7875464,0.72666156,0.44480968,0.16220385,0.08002901,0.0027871728,0.17991742,0.01718315,5.2707906
1.5010628,0.9502439,1.5521367,0.72628134,0.17173748,0.16238281,0.05107391,-0.22396255,0.29739523,-1.3792257,42.889317
1.504808,0.98863065,1.5494397,0.72073555,0.33596924,0.16360669,0.04463172,-0.2678951,0.13284466,-1.6374336,10.568717
1.2553614,0.83352757,1.781309,0.72399247,0.13427265,0.16396777,0.5259476,-0.1095351,3.917012,-0.66802824,5.2758784
1.6046779,0.86411417,1.715368,0.728569,0.42387193,0.16389798,0.11069012,-0.1355452,0.26114047,-0.82700956,5.463892
1.4735994,0.51013345,1.3977327,0.7248778,0.31847408,0.165069,-0.0758667,0.21474433,-0.23821938,1.3009368,12.320503
1.8579338,0.9296276,1.6741533,0.738906,0.35899085,0.1642288,-0.18378043,-0.19072157,-0.51193625,-1.1613163,6.606295
1.4438914,0.91599995,1.7735748,0.7267381,0.4118351,0.16320717,0.32968342,-0.18926185,0.80052286,-1.1596417,7.810864
1.5672858,0.9478418,1.6011419,0.72869325,0.42142597,0.16287902,0.033856153,-0.21914858,0.08033713,-1.3454684,8.739701
1.863549,0.9122736,1.6104121,0.728602,0.39696288,0.16417454,-0.25313687,-0.1836716,-0.637684,-1.1187581,5.4351883
1.458679,0.8688532,1.6809821,0.723991,0.24596609,0.16245827,0.22230315,-0.14486223,0.9037959,-0.8916889,21.808594
1.6497912,0.73302436,1.7368633,0.73072636,0.3996734,0.16337357,0.087072015,-0.0022979975,0.21785791,-0.014065906,5.8175197
1.5343158,0.5896026,1.5453184,0.7214557,0.3365286,0.16621485,0.011002541,0.1318531,0.03269422,0.7932691,7.3554683
1.7781143,0.9834144,1.2351776,0.7359339,0.26914713,0.1652976,-0.5429367,-0.24748051,-2.0172486,-1.4971815,8.579352
1.2128205,0.82481825,1.794821,0.7251251,0.27964967,0.1624422,0.5820005,-0.09969318,2.081177,-0.61371475,14.73715
1.4139129,0.7067441,1.6524515,0.72842586,0.32065284,0.16496845,0.23853862,0.021681786,0.7439155,0.1314299,5.61173
1.0945472,0.830203,1.4079981,0.7275789,0.37054366,0.16488744,0.31345093,-0.10262412,0.84592175,-0.6223889,6.0701585
1.3867007,0.6719659,1.5382547,0.7313719,0.3983574,0.16430366,0.15155399,0.059405982,0.3804473,0.36156213,6.496935
1.8287832,0.7726272,1.8586435,0.72248614,0.36481345,0.16198096,0.029860377,-0.050141037,0.08185109,-0.30954894,6.300249
1.3062649,0.96478635,1.327205,0.7277794,0.12908646,0.16465949,0.020940065,-0.23700696,0.16221736,-1.4393764,47.478683
1.5671331,0.72024816,1.6827469,0.7326386,0.37146482,0.16477787,0.11561382,0.012390435,0.3112376,0.07519477,12.347257
1.3375403,0.7566777,1.6838758,0.7191522,0.23929298,0.164911,0.34633553,-0.037525475,1.4473284,-0.22754985,9.085399
1.4818374,0.660069,1.68852,0.7282797,0.3656973,0.16376196,0.20668256,0.06821072,0.56517386,0.4165236,7.5725307
1.527489,0.74496144,1.5478647,0.7240294,0.18026836,0.16512018,0.020375729,-0.020932019,0.11302998,-0.12676838,6.0855784
1.3872427,0.78974503,1.269281,0.7276075,0.40913835,0.1659372,-0.117961645,-0.062137544,-0.28831726,-0.3744642,5.867441
1.7769344,0.6744063,1.7113574,0.7262904,0.32344782,0.16249697,-0.06557703,0.051884115,-0.20274377,0.3192928,5.895454
1.5666714,0.9489308,1.6079507,0.72260356,0.24250962,0.16397959,0.041279316,-0.22632724,0.17021723,-1.3802159,28.200073
1.2956747,0.9254449,1.6399072,0.7284217,0.36969572,0.16273768,0.34423256,-0.19702321,0.931124,-1.2106798,9.639123
1.6205646,0.66627747,1.7245059,0.7292553,0.4340975,0.16494846,0.10394132,0.06297785,0.23944235,0.38180318,5.295224
1.656072,0.67260665,1.4367036,0.73499525,0.42599136,0.1617528,-0.21936846,0.0623886,-0.5149599,0.38570336,8.57797
1.9068202,0.87289256,1.6129932,0.7282498,0.3637118,0.16417797,-0.29382694,-0.14464277,-0.8078565,-0.8810121,5.8761168
1.5727582,0.62137777,1.4403493,0.7317946,0.2654999,0.16371699,-0.13240886,0.11041683,-0.4987153,0.6744372,6.015144
1.6288842,0.5809707,1.6226258,0.71462727,0.24940367,0.16465631,-0.0062583685,0.13365656,-0.02509333,0.81173056,26.50193
2.0041487,0.9047117,1.6011531,0.7201728,0.35388464,0.16498975,-0.4029956,-0.1845389,-1.1387767,-1.118487,14.025346
1.6087246,0.9232088,1.2962059,0.71037483,0.3254053,0.16529083,-0.31251872,-0.21283394,-0.9603984,-1.2876331,11.810612
1.839812,0.90241444,1.5984516,0.72688013,0.26530427,0.16419016,-0.24136043,-0.17553431,-0.9097495,-1.0690916,13.009276
1.5682788,0.60791814,1.7064815,0.72854686,0.42882144,0.16354728,0.13820267,0.120628715,0.32228488,0.737577,6.8365097
1.4713594,0.6390638,1.436461,0.7297444,0.40605807,0.16423579,-0.0348984,0.0906806,-0.085944355,0.55213666,8.362195
1.1951292,0.74436164,1.405725,0.7307507,0.41147012,0.16348189,0.21059585,-0.013610959,0.5118132,-0.08325668,12.095146
1.3125427,0.6334428,1.6191654,0.7241701,0.37655854,0.16472799,0.30662274,0.09072727,0.8142764,0.5507702,9.491511
1.5269873,0.55556667,1.5240312,0.7301166,0.33166218,0.16472308,-0.002956152,0.17454994,-0.008913142,1.0596569,5.4234815
1.3676318,0.9551752,1.5376595,0.7215269,0.10051472,0.16241646,0.17002773,-0.2336483,1.6915705,-1.4385753,30.919651
1.1859466,0.62998337,1.594137,0.73123264,0.3856927,0.16397013,0.40819037,0.10124928,1.0583305,0.6174861,7.8477097
1.1136178,0.61976606,1.4936194,0.7289018,0.236674,0.16383964,0.38000166,0.10913575,1.605591,0.6661132,13.478424
1.8447437,0.9071812,1.4352212,0.7287867,0.2706543,0.16263153,-0.40952253,-0.1783945,-1.5130835,-1.0969244,8.048417
1.4147623,0.71731704,1.6161575,0.73615,0.3811699,0.16306974,0.20139527,0.018832982,0.5283609,0.115490355,6.1207676
1.4221561,0.6716495,1.7127762,0.7223089,0.30834123,0.16568808,0.2906201,0.05065936,0.9425275,0.30575138,10.17093
1.3689526,0.5301205,1.8825235,0.72674894,0.44768107,0.16216959,0.5135709,0.19662845,1.1471803,1.2124866,6.7105584
2.0846689,0.9797819,1.8635118,0.7260587,0.40960616,0.16353655,-0.22115707,-0.2537232,-0.5399262,-1.5514771,5.679938
1.4422212,0.979978,1.0788743,0.7227608,0.16057506,0.16414191,-0.36334682,-0.25721723,-2.2627847,-1.5670418,5.6297894
1.3151695,0.7437727,1.7652907,0.7234068,0.33310702,0.16231321,0.45012128,-0.020365894,1.3512813,-0.12547281,8.912851
1.6411705,0.58232605,1.3192533,0.72982174,0.34225458,0.1657698,-0.32191718,0.14749569,-0.94057816,0.8897621,19.572033
1.4134582,0.5716395,1.4761502,0.7289876,0.3851794,0.16521893,0.06269193,0.1573481,0.16276033,0.95236117,6.9950523
1.584886,0.61374,1.7068825,0.7351642,0.3651872,0.16442226,0.12199652,0.1214242,0.3340657,0.73849005,5.5533605
1.8310943,0.7296973,1.7705314,0.72248363,0.43751156,0.1626467,-0.06056285,-0.007213652,-0.13842571,-0.044351667,6.218709
1.0741926,0.7422277,1.5996971,0.7264647,0.36794862,0.16403574,0.52550447,-0.015762985,1.4282007,-0.09609482,11.303085
1.2614694,0.81679106,1.5425665,0.72407174,0.31441638,0.16522074,0.28109717,-0.09271932,0.8940284,-0.5611845,5.245393
1.1920044,0.8628707,1.9517273,0.72893196,0.34532803,0.1628106,0.7597228,-0.13393873,2.2000034,-0.8226659,8.288415
1.3033167,0.45004886,1.652295,0.7284355,0.33672202,0.1638999,0.34897828,0.27838665,1.0363988,1.6985164,5.1980214
1.528743,0.8506508,1.6691529,0.7322384,0.3709937,0.16638575,0.14040983,-0.118412375,0.37846956,-0.71167374,10.721815
1.4735117,0.9194478,1.6052033,0.72811496,0.34779352,0.16375917,0.13169158,-0.19133282,0.37864873,-1.1683792,6.8387127
1.3546239,0.99832994,1.4245312,0.7265425,0.4997823,0.16431159,0.06990731,-0.27178746,0.13987552,-1.654098,8.0827875
1.3727443,0.47186464,1.5180047,0.7279674,0.4276455,0.1649868,0.14526033,0.25610274,0.33967465,1.552262,13.157355
1.7668648,0.69071245,1.8231405,0.7167641,0.06992037,0.16585737,0.056275725,0.02605164,0.8048545,0.15707254,5.554523
1.4357258,0.77185714,1.7584885,0.72718215,0.20161523,0.16385019,0.32276273,-0.044674993,1.6008847,-0.27265757,24.953644
1.253319,0.5089052,1.5475304,0.72967577,0.3689146,0.16431838,0.2942114,0.2207706,0.7975054,1.3435539,6.916872
0.991755,0.83546066,1.5654943,0.7286637,0.40327156,0.16457148,0.5737393,-0.10679698,1.422712,-0.6489398,20.776342
1.3758764,0.63299465,1.416669,0.72281384,0.2862168,0.16388229,0.040792584,0.08981919,0.14252338,0.5480714,11.634806
1.4516463,0.55320895,1.930481,0.73087525,0.2821104,0.16435987,0.47883463,0.1776663,1.6973307,1.0809592,5.5716724
2.1039708,0.9992579,1.6699605,0.72846603,0.4207619,0.16223654,-0.43401027,-0.2707919,-1.0314866,-1.6691177,13.377043
1.1685796,0.92827785,1.7695452,0.7334484,0.37300587,0.1642456,0.6009656,-0.19482946,1.6111425,-1.1862081,9.2192545
1.151154,0.5692723,1.5556394,0.72980154,0.32446033,0.16332856,0.40448534,0.16052926,1.2466403,0.9828609,8.405386
1.3086566,0.59259105,1.6664789,0.7317308,0.40652958,0.16156815,0.3578223,0.13913977,0.88018763,0.86118317,9.894656
1.6759098,0.79558194,1.6240673,0.73062813,0.44215947,0.16525607,-0.05184245,-0.064953804,-0.11724831,-0.39304945,5.144516
1.431945,0.8581435,1.6752214,0.71825165,0.33788702,0.1632444,0.24327648,-0.13989186,0.71999353,-0.8569474,5.010494
1.4151716,0.44582912,1.5404932,0.7266243,0.41815594,0.16442375,0.12532163,0.2807952,0.2997007,1.7077532,6.9446807
1.2904593,0.76574576,1.4725571,0.7233869,0.3398051,0.1649184,0.1820978,-0.042358875,0.5358889,-0.2568475,6.3232355
2.0869794,0.9825082,1.5030714,0.73093307,0.3849183,0.16529983,-0.58390796,-0.2515751,-1.516966,-1.521932,6.0763397
1.8795537,0.8334158,1.8098731,0.7273226,0.46358895,0.16345558,-0.06968057,-0.10609323,-0.1503068,-0.6490646,5.610409
1.1701841,0.8031466,1.5383301,0.7304342,0.32784933,0.16363016,0.36814594,-0.07271242,1.122912,-0.44437054,32.098778
1.1277803,0.83902335,1.7335689,0.72218764,0.2513036,0.16312625,0.6057886,-0.11683571,2.4105844,-0.7162288,7.170043
1.2925087,0.8397725,1.5723426,0.72656596,0.3697217,0.16498983,0.2798339,-0.113206565,0.7568771,-0.6861427,5.466596
1.3748307,0.5357302,1.5917697,0.7252047,0.2703214,0.16388169,0.21693897,0.18947452,0.80252236,1.1561666,6.072136
1.2607797,0.4945659,1.6280584,0.7380476,0.28865945,0.16265765,0.3672787,0.2434817,1.2723598,1.4968967,5.2341137
1.4552871,0.60503197,1.7568822,0.73223823,0.2875553,0.1640632,0.3015951,0.12720627,1.0488247,0.77534914,13.329324
1.7235632,0.6573294,1.7382023,0.724447,0.24681199,0.16510002,0.014639139,0.06711763,0.059312917,0.40652707,9.585671
1.8668183,0.8972425,1.5807738,0.72718763,0.32877403,0.16393748,-0.28604448,-0.17005485,-0.8700337,-1.0373152,21.433006
2.0052695,0.8962251,1.9395081,0.71838737,0.14999203,0.16447896,-0.06576145,-0.17783773,-0.43843293,-1.0812187,14.911826
2.143009,0.9707727,1.4425406,0.725088,0.4125651,0.16565913,-0.7004683,-0.24568468,-1.697837,-1.4830736,6.63833
1.1551366,0.61614686,1.519859,0.72531366,0.47665223,0.16353619,0.36472237,0.1091668,0.765175,0.6675391,5.072974
1.610307,0.5753792,1.7072909,0.7284427,0.39187327,0.16372354,0.09698391,0.15306354,0.24748795,0.9348902,6.9799004
1.2780095,0.5391729,1.4823966,0.7315619,0.37391627,0.16509996,0.20438707,0.19238901,0.54661185,1.165288,5.066254
1.3512003,0.84330153,1.4985774,0.7254307,0.35445642,0.16387893,0.14737701,-0.11787081,0.41578317,-0.7192554,8.1501875
1.2983134,0.75745296,1.6751509,0.72569716,0.35770002,0.1640174,0.3768375,-0.031755805,1.0535015,-0.19361243,5.2304316
1.0679785,0.8507682,1.146221,0.72970605,0.32268104,0.16632226,0.07824254,-0.12106216,0.2424764,-0.7278771,7.3676653
0.98218274,0.9629111,1.4986013,0.73019004,0.25732937,0.16616918,0.5164186,-0.23272109,2.0068388,-1.400507,20.249687
1.6801864,0.69454867,1.8521194,0.7244525,0.1606829,0.16732147,0.17193305,0.02990383,1.0700146,0.1787208,5.736142
1.6212682,0.6223852,1.3099304,0.7197223,0.4421788,0.16482359,-0.3113377,0.09733707,-0.7040992,0.590553,9.4155245
1.73099,0.8509643,1.3800609,0.7325715,0.39664596,0.16486584,-0.35092914,-0.118392825,-0.8847415,-0.71811616,7.793093
1.076852,0.73673487,1.290131,0.7283661,0.31877515,0.16517714,0.21327901,-0.00836879,0.66905785,-0.050665546,9.95322
1.201489,0.79131967,1.5303519,0.7311616,0.41938806,0.16261017,0.3288629,-0.060158074,0.7841494,-0.3699527,10.053265
1.278218,0.46671614,1.6035361,0.7269527,0.20203477,0.16447973,0.3253181,0.26023653,1.6102085,1.5821799,7.4012127
1.4090889,0.48111537,1.8948616,0.72882986,0.43934506,0.164008,0.48577273,0.24771449,1.1056747,1.5103805,5.6693234
1.2285316,0.8949271,1.6640579,0.73125815,0.31056887,0.16428292,0.43552625,-0.16366893,1.40235,-0.9962626,16.76973
1.2782362,0.52659124,1.4127939,0.72839105,0.3614583,0.164673,0.13455772,0.20179981,0.3722635,1.2254578,5.4514546
1.3268661,0.6699709,1.6078863,0.715737,0.03347827,0.16228169,0.28102016,0.045766056,8.394106,0.28201613,5.1598544
1.2862817,0.7730336,1.6962473,0.73514986,0.43710572,0.16153364,0.40996563,-0.03788376,0.93790954,-0.2345255,5.3589435
1.7501444,0.9962472,1.8136511,0.7234235,0.09209606,0.16443239,0.06350672,-0.2728237,0.6895704,-1.6591846,6.5208387
1.7764695,0.69407743,1.7138534,0.73077047,0.3486723,0.16368185,-0.06261611,0.036693037,-0.17958441,0.2241729,5.6099586
1.913257,0.83099234,1.8417337,0.72508264,0.3640544,0.16218963,-0.07152331,-0.105909705,-0.19646324,-0.6529992,15.823875
1.9624195,0.84918535,1.5571586,0.72514904,0.29700252,0.16437449,-0.40526092,-0.12403631,-1.3645033,-0.7545959,5.3975945
1.8178842,0.7375955,1.8694072,0.7206075,0.4492649,0.16255924,0.05152297,-0.01698798,0.11468282,-0.10450331,5.199389
1.3999275,0.86182475,1.655848,0.7376554,0.28281602,0.16347294,0.25592053,-0.12416935,0.9049011,-0.7595713,7.091376
1.4295772,0.93185896,1.357542,0.735107,0.2662951,0.16485623,-0.07203519,-0.19675195,-0.2705089,-1.1934761,7.287365
0.89631224,0.98054355,1.7263403,0.720933,0.2978804,0.16290942,0.83002806,-0.25961053,2.7864473,-1.5935882,6.1110187
1.8554137,0.75570655,1.7120636,0.7197971,0.3529082,0.16442998,-0.14335012,-0.035909474,-0.40619665,-0.21838763,7.154986
1.5135818,0.5520473,1.7271214,0.7256232,0.3648205,0.1628777,0.2135396,0.17357588,0.58532786,1.0656823,6.737049
2.121033,0.98748875,1.4813975,0.72892237,0.35099772,0.16401562,-0.63963544,-0.25856638,-1.822335,-1.5764741,5.248638
1.6200302,0.7173601,1.5731882,0.7252237,0.33846623,0.16329798,-0.04684198,0.007863641,-0.13839483,0.048155162,8.065607
1.1645037,0.8914697,1.1635468,0.7320893,0.3866184,0.16446252,-0.00095689297,-0.15938044,-0.0024750321,-0.9690988,6.890002
1.7407613,0.7568878,1.346431,0.7310424,0.41607103,0.16463804,-0.39433026,-0.025845408,-0.94774747,-0.15698321,5.6838503
1.3491474,0.87086344,1.5356469,0.72618663,0.3711213,0.16632621,0.18649948,-0.1446768,0.50252974,-0.8698377,10.477985
1.42579,0.632243,1.6868072,0.7267842,0.32100388,0.16017832,0.2610172,0.09454125,0.8131279,0.59022504,23.297867
1.3993174,0.45019832,1.7271404,0.7324735,0.34283942,0.16270931,0.32782304,0.28227517,0.95619994,1.7348434,5.077243
1.9142585,0.89173603,1.6259754,0.7193166,0.19439863,0.1647869,-0.2882831,-0.17241943,-1.4829483,-1.0463176,6.2699146
1.0438126,0.7487091,1.604391,0.7257484,0.4430084,0.16447727,0.56057835,-0.022960663,1.2653899,-0.13959779,5.522181
1.1778901,0.91950417,1.5059819,0.725774,0.39092013,0.1636861,0.32809186,-0.19373018,0.839281,-1.1835469,5.96596
1.5026389,0.64539504,1.6905639,0.71686435,0.07318669,0.16281527,0.18792498,0.07146931,2.567748,0.43895948,14.980372
1.1340281,0.9682195,0.92207706,0.7208667,0.12266452,0.1630108,-0.21195102,-0.24735284,-1.7278918,-1.5174015,12.163191
1.6882843,0.7325962,1.6782447,0.726769,0.47846603,0.16374917,-0.010039568,-0.005827248,-0.020982822,-0.035586428,12.817038
1.9416263,0.93883127,1.7019889,0.726678,0.45289275,0.16283044,-0.23963737,-0.21215326,-0.5291261,-1.302909,12.258112
1.1449633,0.84161776,1.9631513,0.72752666,0.23055995,0.16408686,0.8181881,-0.1140911,3.5486999,-0.69530916,7.2735014
1.522991,0.7332439,1.7638613,0.72973734,0.4421947,0.16518591,0.24087036,-0.0035065413,0.5447156,-0.021227846,5.7503033
1.7664604,0.948159,1.6506548,0.7332066,0.39385042,0.16332826,-0.115805626,-0.21495235,-0.29403454,-1.3160757,9.518756
1.059683,0.9829046,1.9387314,0.7259155,0.15358569,0.16556434,0.87904847,-0.25698912,5.723505,-1.5522009,5.9498167
2.054866,0.8993881,1.8277551,0.7245695,0.314463,0.16227412,-0.22711098,-0.17481858,-0.72221845,-1.0773041,5.5328565
1.3864503,0.8524082,1.8534777,0.7279699,0.2087727,0.16584586,0.46702743,-0.124438286,2.2370138,-0.75032496,11.789656
1.5881355,0.7488812,1.5250788,0.73294866,0.34926364,0.16600259,-0.06305671,-0.01593256,-0.18054186,-0.09597778,5.5507693
1.8429558,0.8350415,1.5703156,0.73304355,0.34373745,0.16440655,-0.27264023,-0.10199797,-0.79316413,-0.6204009,11.338615
1.7670766,0.83539134,1.5129719,0.7255149,0.38984784,0.16432132,-0.25410473,-0.109876454,-0.6518049,-0.66866827,5.24753
2.018443,0.8881799,1.59163,0.72505283,0.3436134,0.16359207,-0.42681313,-0.16312706,-1.2421318,-0.9971575,7.2118015
1.898083,0.8081014,1.485203,0.734401,0.435073,0.16351497,-0.41287994,-0.07370043,-0.94899005,-0.45072588,6.3155956
1.5282568,0.605897,1.0311491,0.72847176,0.22316235,0.1627676,-0.49710763,0.12257475,-2.2275605,0.753066,5.8319154
1.7100437,0.8995365,1.2392732,0.7349701,0.29843894,0.16422917,-0.47077048,-0.1645664,-1.5774432,-1.0020534,8.076386
1.3679814,0.4622869,1.7671227,0.7161976,0.3070609,0.16436602,0.3991413,0.25391072,1.2998767,1.5447884,5.3783793
1.6951122,0.81778383,1.7558057,0.7277294,0.3531708,0.16417906,0.060693502,-0.09005445,0.17185311,-0.54851365,8.025101
1.4222666,0.7318731,1.6316757,0.721523,0.34791878,0.162784,0.20940912,-0.010350108,0.6018908,-0.063581854,17.868029
1.031804,0.794853,1.5882257,0.7271106,0.28888947,0.16632612,0.55642176,-0.06774235,1.9260714,-0.4072863,7.7732244
1.591905,0.7756725,1.6386352,0.7254267,0.41982535,0.16546902,0.04673016,-0.05024582,0.111308575,-0.30365697,6.4901915
1.825542,0.73433685,1.6151567,0.72458863,0.32570472,0.16502874,-0.21038532,-0.00974822,-0.6459388,-0.059069835,10.673384
