chirp_mass_true,chirp_mass_pred,sigma_chirp_mass_pred,snr
0.9748354,0.97463197,0.24214104,
1.59311,1.6260784,0.07279551,
1.9638901,1.678358,0.38158664,
2.1334674,1.7911694,0.38662422,
1.3550683,1.240591,0.090179436,
1.9077933,1.8328977,0.30097806,
1.2416058,1.086501,0.20301698,
1.4550399,1.5829124,0.16215439,
1.6326752,1.8266602,0.092912994,
1.1456183,1.0662097,0.305257,
1.7432245,1.4198074,0.34824172,
1.604307,1.627419,0.1519201,
1.5294554,1.65832,0.10522625,
1.4478755,1.3534107,0.12976971,
1.7155739,1.3620749,0.18849112,
1.2907844,1.2014363,0.13809334,
1.5325568,1.4736115,0.08973434,
1.7948129,1.9894583,0.1273499,
1.8378863,1.8393724,0.15646122,
1.7096498,1.6165602,0.27343646,
1.5835812,1.5392851,0.14697245,
1.2763624,1.4519343,0.22771753,
1.1216519,1.16617,0.32734653,
1.736225,1.6234663,0.15078686,
1.2138507,1.3034805,0.2191258,
1.4702555,1.4766358,0.07535745,
1.0080793,1.0346156,0.4747922,
1.8809643,2.2311547,0.14747155,
1.9973054,1.8550253,0.26785636,
1.5506098,1.6354376,0.0764576,
1.292289,1.3778001,0.08994528,
1.3872201,1.3333437,0.14331363,
1.3239706,1.3040993,0.1625548,
1.1875657,1.0860924,0.19668695,
1.7622257,1.6986158,0.19372055,
1.7074108,1.3907089,0.14773183,
1.759345,1.674011,0.30615738,
1.1756027,1.2229402,0.28922486,
1.1257623,1.5215133,0.19382323,
2.0968134,2.5136523,0.30819613,
1.0029805,1.443322,0.35338968,
1.5948911,1.5862243,0.16508807,
1.088819,1.1477729,0.36608884,
1.0769287,1.1960596,0.34879002,
1.5375211,1.5493283,0.18437144,
1.0113828,1.411483,0.29361755,
1.3335959,1.1259066,0.13421695,
1.2437859,1.1983037,0.08788765,
1.8135228,1.979121,0.11723342,
1.4062054,1.4406574,0.09120153,
2.0485597,1.9134378,0.34827617,
1.3192766,1.4293611,0.118499584,
1.5325395,1.5176425,0.12754227,
1.6404997,1.8162882,0.14522731,
1.6107513,1.420577,0.18511848,
1.4872223,1.561025,0.061551604,
2.1552181,1.7926455,0.3989885,
1.1157571,1.1522545,0.24766107,
1.313017,1.3734818,0.13427545,
1.9621372,1.5490003,0.43204814,
1.577956,1.6455606,0.10046112,
1.8613267,1.4812486,0.10550937,
1.6379479,1.6021433,0.16383374,
1.955961,1.9322846,0.26287243,
1.1469843,1.0815498,0.19722207,
1.1051615,1.2242956,0.19592834,
1.254751,0.94563407,0.22151063,
1.3922007,1.3503481,0.11141842,
1.63523,1.411984,0.22034718,
2.0798259,2.2039711,0.38504004,
1.1788527,0.99139136,0.16474113,
1.2122735,1.1037205,0.28205517,
1.1678038,1.1342115,0.29863736,
1.3327197,1.2537636,0.12894928,
1.1705642,1.237627,0.3318014,
1.2944725,1.244366,0.1728317,
1.662842,1.6428548,0.15815887,
1.7119054,1.8549976,0.087489426,
1.3791934,1.3068128,0.07316607,
1.6648883,1.9441783,0.12085337,
1.4164033,1.3911058,0.095451765,
1.0124552,1.2436153,0.3792091,
1.2401307,0.97094834,0.14746425,
1.907367,1.6214564,0.3230894,
1.3008299,1.4173281,0.08877141,
1.7580923,1.9593458,0.27382684,
1.0479215,1.134485,0.32217878,
1.3017869,1.530082,0.22317718,
1.7166977,1.4845159,0.26482868,
1.0974835,1.1731966,0.31335238,
1.0009207,1.3593171,0.22605824,
1.0280538,1.0060675,0.16853222,
1.8115343,2.2338223,0.14946015,
1.7464315,1.8462431,0.22525333,
1.5162985,1.5208622,0.1277081,
1.2908918,1.3633384,0.14027059,
1.8300667,1.7644897,0.17717262,
1.5896455,1.6105682,0.16166142,
1.2388486,1.3378053,0.18352376,
1.7504791,1.6428392,0.30972213,
1.5416151,1.3648012,0.32114318,
1.7077051,1.7085705,0.10143491,
1.8428645,1.7348142,0.18921222,
1.0674924,1.1115463,0.40407008,
1.5275123,1.542326,0.056885324,
0.9758184,1.1578231,0.33679625,
1.3052329,1.154869,0.15829544,
1.3298663,1.3099384,0.08050369,
1.3889366,1.3710437,0.13131881,
1.0938466,1.232941,0.31516376,
1.4387838,1.4178729,0.1841126,
1.1841514,1.1681056,0.20200454,
1.7945365,1.7782762,0.10572627,
1.4032972,1.4222608,0.17531952,
1.7537919,1.8302765,0.18073708,
2.0505376,2.031597,0.25877562,
1.6578233,1.5951889,0.10214967,
1.8056556,1.458602,0.4321135,
1.4713272,1.6218829,0.20934233,
1.6404793,1.7283981,0.0844512,
1.7446667,1.759721,0.19185017,
1.2663639,1.1277813,0.1856534,
1.4620384,1.3997647,0.17427798,
1.5160978,1.7860903,0.18016578,
2.1390822,1.9626749,0.46398956,
1.6704539,1.746716,0.074255206,
1.5251453,1.3804383,0.13691433,
1.2567815,1.0984952,0.07052555,
1.2817134,1.3295166,0.07504482,
1.5665274,1.7514356,0.12551205,
1.5801859,1.6746795,0.061528556,
1.2136976,1.233172,0.4197939,
1.5488055,1.563865,0.06784769,
1.2106006,1.2193676,0.309114,
1.2018839,1.0848368,0.19704215,
1.2656304,1.0424411,0.1198342,
1.6127446,1.3271424,0.22789349,
1.2796854,1.1693045,0.19297124,
1.8258079,1.6681762,0.36401543,
1.8133553,2.0180275,0.27443036,
1.3998699,1.3597414,0.22738853,
1.3281153,1.184066,0.07740662,
1.5276943,1.4342328,0.096043654,
1.3720119,1.2900983,0.13603437,
1.0570576,1.2659563,0.26123688,
1.4681919,1.593594,0.09894251,
1.693537,1.6903296,0.14613509,
1.2827733,1.2964994,0.17114829,
1.1394473,1.3817147,0.23661117,
1.7855124,1.7319335,0.11446944,
1.6323806,1.4391955,0.3290161,
1.2025915,1.2164979,0.13780311,
1.3804923,1.3261292,0.100619316,
1.9098017,2.186236,0.13809788,
1.2763443,1.5407584,0.22732773,
1.4442341,1.4107984,0.09515233,
1.2467289,0.97847795,0.20383045,
1.3903295,1.3494873,0.0878082,
1.6850158,1.5178595,0.30711672,
1.1488227,0.9907298,0.23289596,
1.670014,1.8247871,0.108369194,
1.9169338,1.6344187,0.29999316,
1.7148256,1.7248654,0.14773722,
1.4604591,1.2675289,0.091824174,
1.7376752,1.4474298,0.13842604,
1.3521138,1.1118938,0.17494927,
1.3701969,1.3073084,0.099967636,
1.3428599,1.2992252,0.08799656,
1.7842165,1.9937959,0.13439561,
1.6487192,1.3827233,0.21731836,
1.4034412,1.4020418,0.13472037,
0.8671448,1.267153,0.22608545,
1.3218857,1.278642,0.19962877,
1.7625784,1.6217341,0.20157844,
1.962909,1.7070704,0.24793395,
1.2394629,1.1454533,0.23869106,
1.4259772,1.1543154,0.17224303,
1.3955958,1.28641,0.23002099,
1.3527097,1.4658871,0.16334073,
1.7103088,1.8146875,0.10403159,
1.240102,1.0670784,0.13841152,
1.8182744,1.7585852,0.311141,
1.4048566,1.4480025,0.11510144,
1.1618991,1.2554574,0.22287236,
1.6308079,1.6045097,0.11638776,
1.3328202,1.4104697,0.20909785,
1.3191967,1.3910772,0.14793739,
1.2786517,1.1308877,0.22696239,
1.8890021,1.5124273,0.2727022,
1.7614161,1.7162852,0.14575662,
2.05756,2.0393014,0.26446632,
1.0195627,1.1384777,0.34187725,
0.9866905,0.9934784,0.352482,
1.6407771,1.7152138,0.08273323,
1.6002804,1.8262361,0.1100294,
1.758321,1.3908286,0.31893405,
1.4917955,1.4462752,0.095300384,
1.731143,1.9238129,0.09109604,
1.3606657,1.4690824,0.107956626,
1.075129,1.3278997,0.25890094,
1.692852,1.6933489,0.110354714,
1.6750537,1.70204,0.103987746,
1.2317743,1.2484626,0.31333977,
1.8324792,1.6928684,0.16794297,
1.7306416,1.8467271,0.074754514,
1.1426599,1.4281375,0.26313627,
1.3382401,1.3966057,0.10505349,
1.1331239,1.2125921,0.31646988,
1.6628176,1.6441649,0.2729353,
1.2819552,1.2822739,0.15336813,
1.2993788,1.3328547,0.14970349,
1.353155,1.2866307,0.18404344,
1.0420597,1.2571937,0.37031814,
1.6560663,1.5868573,0.17778651,
1.5026729,1.6035632,0.06665392,
1.353006,1.4387045,0.16243522,
1.2073488,1.2019879,0.34087333,
1.8185167,2.2091162,0.17444505,
1.1737474,1.0805554,0.19486134,
1.169186,1.2564605,0.28970912,
2.0606673,1.8892732,0.36796087,
1.8730178,1.5761111,0.22973067,
1.5438437,1.5647404,0.15164326,
1.994837,2.3233848,0.24503511,
1.2153378,1.1657267,0.25649667,
1.7154526,1.8669994,0.111867785,
1.5183566,1.3623412,0.17971565,
0.9675055,1.27164,0.40499955,
1.6097049,1.62974,0.12221777,
1.7618737,1.9376941,0.1388593,
1.4549394,1.5427411,0.12274009,
1.9689016,1.8397155,0.31875676,
1.2483606,1.3669807,0.26774895,
1.883657,1.9948742,0.25470597,
1.4121417,1.4197335,0.25377953,
1.638594,1.6567171,0.08510458,
1.8491094,1.7903832,0.1611797,
1.3234696,1.2310115,0.23623416,
1.5588546,1.4801669,0.12065416,
1.2368747,1.4405509,0.07411189,
1.3789499,1.489198,0.2548032,
1.4670303,1.388857,0.23474598,
1.40821,1.3016913,0.16942123,
1.0989392,1.1137595,0.1791027,
1.4473388,1.4748402,0.09289034,
1.3341901,1.3458402,0.14670327,
1.5355432,1.5576977,0.13269755,
1.9659696,1.3543684,0.3371985,
1.2971288,1.2588085,0.20853598,
1.2808692,1.240828,0.1102731,
1.5410591,1.1890908,0.22835474,
1.7703953,1.6899608,0.12651648,
1.1502764,1.090054,0.23597543,
1.3818383,1.2969612,0.20817502,
1.7543126,1.6913271,0.14422086,
1.7357558,1.8675144,0.14671376,
1.600553,1.6572189,0.0828267,
1.4767014,1.565644,0.2031177,
1.0564157,1.3284972,0.34773487,
1.0566095,1.1467288,0.46233597,
1.3080195,1.1885386,0.16106825,
1.454538,1.4161162,0.14493646,
1.4698159,1.4221716,0.110719934,
1.9697821,1.8807826,0.4638202,
1.055346,1.5401402,0.23097332,
1.55978,1.5905879,0.10983803,
1.2315518,1.5593638,0.1866321,
1.554314,1.6036593,0.07414732,
1.6264303,1.5678668,0.14793868,
1.5174831,1.4190919,0.11836366,
1.4041911,1.4611537,0.106701545,
1.2186531,1.0581622,0.117474794,
1.7684839,1.9031658,0.22117892,
1.7258496,1.8570838,0.07798469,
1.4141592,1.2926922,0.21065445,
1.565337,1.5369658,0.07844345,
1.6910043,1.8513072,0.12411436,
1.8431582,1.6370842,0.35752153,
1.1659528,0.9810369,0.17097415,
1.3728846,1.5033203,0.1458814,
1.7564216,1.5462582,0.12673095,
1.5251708,1.5022173,0.21829493,
1.5503477,1.5694942,0.1642087,
1.4127917,1.2707026,0.20963249,
1.2060544,1.2024629,0.23533319,
1.8567784,1.8721676,0.25252864,
1.4959953,1.5631115,0.08932257,
1.3826475,1.3289455,0.10801747,
1.1274668,0.8816021,0.16620559,
1.6505272,1.4787266,0.20890272,
0.93988854,1.4183978,0.35984033,
1.6044892,1.5828278,0.09231136,
1.7756473,1.8449025,0.09834328,
1.5044613,1.5765283,0.07161002,
1.5117762,1.6264434,0.12175558,
1.321849,1.4537575,0.09728127,
1.2722127,1.2397199,0.15488903,
1.5654039,1.5844024,0.096957445,
1.3053745,1.1553476,0.17692986,
1.7600379,1.9218452,0.13536075,
1.4738632,1.5260043,0.112154424,
1.1958915,0.9285693,0.15662734,
2.1002936,1.7528794,0.38063014,
1.3323078,1.2713645,0.22264549,
1.8322074,1.5750468,0.25136653,
1.2965986,1.2396983,0.1689897,
1.5295161,1.5449378,0.05815635,
1.0405668,0.99382293,0.33819044,
1.1586716,1.2036047,0.1955829,
1.719732,1.5699589,0.13573018,
1.6389896,1.3330421,0.239595,
1.9911613,1.9574077,0.43544984,
1.5931199,1.5568736,0.08467113,
1.2768271,1.0854319,0.38395128,
1.344074,1.3427457,0.105070174,
1.3316736,1.1938154,0.12634355,
1.5624428,1.3224832,0.2690434,
1.6373358,1.7655461,0.11813975,
1.3454386,1.3830509,0.092067555,
1.2206899,1.287818,0.17840008,
1.9611251,2.1883512,0.10401742,
1.2948061,1.3125728,0.15397249,
1.5162069,1.6362257,0.2655779,
1.415254,1.4341148,0.11957906,
1.3938956,1.3570055,0.13727196,
1.4735377,1.6078117,0.07855695,
1.1545526,1.2348304,0.3352624,
1.872642,1.9950957,0.13291831,
1.5438595,1.5928319,0.13214917,
1.6207489,1.6995132,0.110708825,
1.3678281,1.3244781,0.22610116,
1.0665191,1.3401037,0.20240004,
1.421897,1.5263951,0.09977773,
1.5622202,1.5038981,0.105337836,
1.2927277,1.1365659,0.22392517,
1.9741936,1.8649755,0.2558748,
1.3026403,1.3331525,0.15356322,
1.6748722,1.5078704,0.15666425,
1.164011,1.3098545,0.276976,
1.714807,1.8838079,0.1249777,
1.2169635,1.3056028,0.12585887,
1.6447865,1.5910959,0.21243982,
1.3827677,1.2781193,0.101256005,
1.5766618,1.439563,0.10180368,
1.4889848,1.5252955,0.08733139,
1.8778572,2.010186,0.22370136,
0.9336454,1.2856522,0.24502373,
1.423922,1.4297805,0.13472128,
1.3667574,1.3567376,0.09765959,
1.458825,1.519712,0.10086123,
2.1163332,1.6178854,0.3399155,
1.2224914,1.1628168,0.20981264,
1.4418056,1.4526505,0.13170715,
1.7841463,1.8557253,0.19129623,
1.145112,1.1220663,0.21384719,
1.6088681,1.4175116,0.15575668,
1.6015507,1.6979834,0.112246044,
1.9060197,1.9622569,0.3350245,
1.9221549,2.1649709,0.17151628,
1.1811204,1.0993395,0.24635153,
1.2219771,1.2112817,0.25619388,
1.30512,1.3179597,0.09185533,
1.6483608,1.3775473,0.15060498,
1.3696657,1.3652645,0.11863049,
1.0973547,1.4808402,0.297657,
0.9511957,1.439681,0.37970978,
2.0562828,1.9187846,0.30042183,
1.4569663,1.2684203,0.13175945,
1.524212,1.524046,0.23670913,
1.8897457,1.6086454,0.19332086,
1.1895399,1.5253019,0.18953177,
1.4670511,1.4219445,0.13253275,
1.7552271,1.6530217,0.27185294,
1.835804,1.461369,0.23277007,
1.3665229,1.097515,0.18057713,
1.1952091,1.3930976,0.27496392,
1.2418087,1.154011,0.23116307,
1.4428824,1.3265326,0.28857884,
1.4332267,1.4780116,0.06922031,
1.1471621,1.5350585,0.2774577,
1.3447397,1.4242783,0.13265328,
1.4791733,1.2315335,0.20530137,
1.6517873,1.8689547,0.069018856,
1.3632073,1.3350952,0.1398977,
1.3803254,1.3820248,0.061476894,
1.3153917,1.2953863,0.122705676,
1.7063668,1.4458293,0.21497741,
1.587895,1.5833344,0.07509586,
1.5875181,1.6339296,0.08549048,
1.172217,1.0754672,0.25806105,
1.3260655,1.4296033,0.24996373,
1.344811,1.310219,0.09661343,
1.7469583,1.7130564,0.12371486,
1.8830209,1.8423226,0.36092663,
1.0197847,1.1858153,0.26293728,
0.9983761,1.2295364,0.338417,
1.1863334,1.1687837,0.23268072,
1.52973,1.5255424,0.109171316,
1.2884525,1.2373381,0.13559867,
1.7159674,1.6550899,0.11042085,
1.9305353,1.8860426,0.35335866,
1.6574141,1.5653017,0.13160972,
1.0022373,1.1447344,0.43125784,
1.4184686,1.4599153,0.16599268,
1.7701315,1.6675202,0.13725835,
0.9680228,0.7332804,0.3622953,
1.0475689,1.4071862,0.41532,
1.4106594,1.3608484,0.13170303,
1.1935455,1.0519383,0.2314838,
1.4269006,1.2648699,0.11648749,
2.1070912,2.2279804,0.41601998,
1.714334,2.0394828,0.15232764,
1.485246,1.4634383,0.17333934,
1.8691218,2.0674646,0.09371958,
1.3194841,1.4229592,0.19469649,
1.1321735,1.145178,0.29256803,
1.6740757,1.7642798,0.22799827,
1.2273146,1.109998,0.21480888,
0.9952952,1.3285574,0.37544546,
1.4513568,1.4584986,0.13431159,
1.2609475,1.3160717,0.17682776,
1.3661666,1.3261352,0.091690235,
0.88822675,1.7017572,0.39233658,
1.7108649,1.7214947,0.1661941,
1.4757882,1.385611,0.20817156,
1.7112324,1.7842731,0.1927629,
1.6666826,1.7702783,0.14339614,
1.6823719,1.6056814,0.12542278,
1.3779473,1.4156828,0.074763685,
0.9651395,1.3758118,0.51052916,
1.9693937,2.2555025,0.2517784,
1.4739072,1.5064411,0.089325346,
1.3121856,1.174438,0.18233258,
1.6029394,1.6434014,0.1801381,
1.553391,1.4669957,0.08380947,
1.3956736,1.4140148,0.06597048,
1.2885911,1.0966704,0.10466221,
1.5948617,1.5467253,0.098585434,
1.2601221,1.2032385,0.08812747,
1.3918989,1.1995552,0.24557066,
1.0178696,1.2465774,0.35748744,
1.6399951,1.7621741,0.11858264,
1.5399411,1.4350903,0.14849305,
1.3641075,1.3248574,0.08686465,
1.5166085,1.4237906,0.14123778,
1.4224337,1.4226629,0.05696828,
1.1273334,1.2631253,0.28924137,
1.4535389,1.5072635,0.07777603,
1.7907244,1.474397,0.33160076,
1.8036487,1.9220319,0.13427837,
1.7425084,1.6614478,0.15040044,
1.4025704,1.2751213,0.13554323,
1.3220866,1.2684846,0.18874528,
1.2421607,1.3296779,0.3017607,
1.526249,1.6731158,0.07093913,
1.8514214,2.0773966,0.12478845,
1.3662072,1.4006124,0.088342875,
1.290242,1.4383518,0.12623881,
1.7149775,1.5564878,0.19627997,
1.563421,1.645598,0.074800685,
1.6007824,1.3761827,0.16913918,
1.5545759,1.5082731,0.1908322,
1.5988615,1.5993986,0.33424,
1.5473115,1.4663181,0.1408663,
1.9939699,1.8904433,0.23459531,
1.500947,1.5237753,0.06966747,
1.6528413,1.7623422,0.10659733,
1.4170583,1.1883016,0.21217325,
1.2205186,1.3402066,0.16049238,
1.6987256,1.55916,0.14579119,
1.9883502,2.1429744,0.25181457,
1.4295439,1.3667612,0.1496629,
1.3659036,1.3943794,0.13091059,
1.140488,1.222274,0.26151335,
1.797589,1.412823,0.19073151,
1.4962614,1.5156726,0.11009741,
1.7425524,1.9254687,0.18180194,
1.4902644,1.4472015,0.091493554,
1.682566,1.5398625,0.16632347,
1.1123292,1.3246026,0.28727397,
1.2012242,1.0220878,0.17708151,
1.5154082,1.1321104,0.20838234,
1.226708,1.1388344,0.13688861,
1.6053517,1.5438786,0.23192458,
1.3063371,1.6243987,0.13325828,
1.302079,1.295874,0.12062728,
1.3070285,1.0679373,0.16474831,
1.418212,1.3057455,0.092074916,
1.1870716,1.2957846,0.40685603,
1.255075,1.2830853,0.21385616,
1.828437,1.6700563,0.17629285,
1.8492591,1.6782973,0.20732379,
1.3660355,1.2133597,0.24390484,
1.8272808,1.4979637,0.2555311,
1.8213248,1.84023,0.14989568,
1.4639336,1.430275,0.16999625,
1.3117793,1.389314,0.08536325,
1.4680836,1.37119,0.27925283,
1.7902156,1.8829315,0.1882359,
1.1303751,0.9607208,0.2892575,
1.3059341,1.1718739,0.16553792,
1.2458875,1.2818122,0.30681804,
1.9471855,1.6369574,0.15724877,
1.3301889,1.4158473,0.30420738,
1.8213906,1.5362833,0.29914436,
1.3939482,1.3216336,0.07259177,
1.180591,0.997203,0.23091395,
0.9549001,1.2763553,0.34082875,
1.6404203,1.7360895,0.14505231,
1.5651844,1.6914862,0.09747314,
1.2660395,1.1959118,0.36456016,
1.7021586,1.6496288,0.137928,
2.061511,1.9288046,0.31044808,
1.6188743,1.6389791,0.19847153,
1.9665794,1.5966191,0.31444743,
1.4256166,1.1048155,0.17268111,
1.3852402,1.4127328,0.26861918,
1.8040466,1.814301,0.29213944,
1.8950176,1.6172084,0.2884738,
2.1902523,1.8065255,0.51553893,
1.5293334,1.4432707,0.10171612,
1.1780199,1.3987818,0.22144249,
1.5764927,1.5875207,0.19521214,
1.529913,1.5916724,0.1548833,
1.3409021,1.4272671,0.104510285,
1.4268456,1.3646047,0.07030359,
1.5707027,1.6133803,0.1257032,
1.6612778,1.6183172,0.076165475,
1.1949615,1.3978026,0.18158127,
1.9701822,2.1633503,0.26793066,
1.3629996,1.4190078,0.073734336,
1.729852,1.6927664,0.19584687,
1.1014981,1.0859268,0.25531498,
2.0850189,1.7460593,0.39285767,
1.9128904,1.8781192,0.20348339,
1.470172,1.5112672,0.22142379,
1.3677891,1.4870641,0.14714642,
1.2823486,1.7033117,0.1876262,
1.77496,1.9139884,0.12598926,
1.2879951,1.2436883,0.14563647,
1.4645433,1.3339,0.1632519,
1.0344641,1.3772875,0.2971895,
1.3000592,1.4543248,0.22789665,
1.1531223,1.1971681,0.32467303,
1.3664929,1.2242031,0.22026701,
2.0965111,1.6940398,0.62121975,
1.356211,1.3125381,0.33911836,
1.4750428,1.2262765,0.2342328,
1.2110927,1.0608335,0.2437411,
0.9769998,1.1834277,0.29289028,
1.2878793,1.1326118,0.1544127,
0.9427617,1.3672295,0.2662657,
1.5890803,1.4483862,0.26158917,
1.0217937,1.3726007,0.26491216,
1.5450995,1.6121986,0.1199834,
1.2135564,1.2460376,0.09738648,
1.1923418,1.0940738,0.3120425,
1.5691254,1.3007909,0.24814297,
1.233106,1.227643,0.1459307,
1.4554523,1.473774,0.1090304,
1.1468712,1.1569699,0.13572459,
1.4960506,1.4599543,0.11573048,
1.4975239,1.385874,0.14874864,
1.8249675,1.5751784,0.4835802,
1.8865814,1.67101,0.17846511,
1.7200111,1.6782724,0.19211952,
1.7524704,1.7705119,0.2603277,
1.559138,1.550672,0.08268555,
1.8419769,2.0702665,0.17874002,
0.9225539,1.5944628,0.17930038,
1.2898866,1.1092346,0.27451003,
1.5331962,1.5830109,0.08199483,
1.2048666,1.058154,0.14702678,
0.92380655,1.3898294,0.34065437,
1.3994765,1.5044882,0.089369886,
2.0410545,1.7868865,0.32559538,
1.8865063,1.8557022,0.2940988,
1.7540826,1.5311737,0.21862179,
1.9050584,1.9384468,0.2548894,
1.5434026,1.5402715,0.20042464,
2.0496812,2.2103114,0.20367996,
1.6043149,1.6514211,0.08645493,
1.3655837,1.484628,0.20173495,
1.6514745,1.7991955,0.14358582,
1.5000345,1.6568071,0.24298006,
1.114827,1.4513636,0.3104274,
